1,636230434057027275
1,636230434057192380
0,636230434057362719
0,636230434057527623
0,636230434057692920
0,636230434057862861
0,636230434058027983
0,636230434058198095
0,636230434058363401
0,636230434058528527
0,636230434058698652
0,636230434058863573
0,636230434059028694
0,636230434059198824
0,636230434059364006
0,636230434059534045
0,636230434059699163
0,636230434059864293
0,636230434060034418
0,636230434060199707
0,636230434060369644
0,636230434060534945
0,636230434060700058
0,636230434060870064
0,636230434061035121
0,636230434061200239
0,636230434061370565
0,636230434061535473
0,636230434061705594
0,636230434061870711
0,636230434062035846
0,636230434062205945
0,636230434062371247
0,636230434062536184
0,636230434062706301
0,636230434062871436
0,636230434063041561
0,636230434063206661
0,636230434063371962
0,636230434063541895
0,636230434063707222
0,636230434063872147
1,636230434064042255
1,636230434064207377
0,636230434064377489
0,636230434064542611
0,636230434064707733
0,636230434064877845
0,636230434065043151
0,636230434065208273
0,636230434065378214
0,636230434065543319
0,636230434065713439
0,636230434065878570
0,636230434066043679
0,636230434066213808
0,636230434066378930
0,636230434066544214
0,636230434066714168
0,636230434066879290
0,636230434067049419
0,636230434067214511
0,636230434067379808
0,636230434067549775
0,636230434067714880
0,636230434067880173
0,636230434068050118
0,636230434068215411
0,636230434068385344
0,636230434068550641
0,636230434068715596
0,636230434068885695
0,636230434069050817
0,636230434069216118
0,636230434069386068
0,636230434069551301
0,636230434069721294
0,636230434069886591
0,636230434070051541
0,636230434070221650
0,636230434070386763
0,636230434070551880
0,636230434070722194
0,636230434070887307
1,636230434071057244
1,636230434071222374
0,636230434071387667
0,636230434071557600
0,636230434071722726
0,636230434071887839
0,636230434072058139
0,636230434072223252
0,636230434072393194
0,636230434072558307
0,636230434072723613
0,636230434072893738
0,636230434073058847
0,636230434073223780
0,636230434073394085
0,636230434073559211
0,636230434073729144
0,636230434073894441
0,636230434074059391
0,636230434074229512
0,636230434074394617
0,636230434074564738
0,636230434074730039
0,636230434074894969
0,636230434075065090
0,636230434075230395
0,636230434075395324
0,636230434075565445
0,636230434075730580
0,636230434075900701
0,636230434076065805
0,636230434076231102
0,636230434076401057
0,636230434076566174
0,636230434076731291
0,636230434076901395
0,636230434077066517
0,636230434077236672
0,636230434077401751
0,636230434077566886
0,636230434077736990
1,636230434077902295
1,636230434078067413
0,636230434078237354
0,636230434078402480
0,636230434078572588
0,636230434078737906
0,636230434078903002
0,636230434079072940
0,636230434079238074
0,636230434079403187
0,636230434079573484
0,636230434079738417
0,636230434079908538
0,636230434080073651
0,636230434080238777
0,636230434080409022
