TP9,AF7,AF8,TP10, Mode
4.49657713322383,2.27420327721332,2.2435244216929,3.42497418485403,0
3.3933483936734,0.954947737854619,0.971379927931126,4.32239264098302,0
3.95465953252107,1.22943823256837,1.42486360930463,13.671889112258,0
8.69803699331053,2.32950739612076,1.99664277330297,5.79696878118595,0
1.77261523714843,1.20834257911945,2.67215331285959,2.86663771553219,0
4.1438453543189,2.04951126145896,2.83596066246879,3.08463880834839,0
3.65318501517075,1.4076546414715,1.01060157649225,7.50579507503016,0
3.50978442357464,2.69925642046935,1.24021540518401,4.04588257371003,0
2.55115208447954,1.52749225422491,0.772644171813313,3.06356430249312,0
3.13395992692194,1.60510998505104,2.07362955109002,8.58656581101681,0
8.36591848536829,3.80386848534985,2.56595763032348,5.65725873748729,1
14.777939530687,3.22711337457512,1.37437553652609,15.2846902468764,1
5.05357931111292,2.24779410666995,2.57108164817436,4.90364222159508,1
5.0430151888069,1.19833264302225,1.42380737517351,3.68243745675303,1
12.6492171273538,4.02020435088922,2.74698811121834,13.2678706214608,1
5.48460185228673,4.61942870799696,1.85230587805152,6.12948676290981,1
4.68339353263277,1.73672705334359,2.15777900064646,3.45310395261349,1
7.60479785302734,3.23219434390582,3.35134581715045,17.0156892018938,1
8.35668866320169,4.25559929946352,1.65571786373723,8.90207837113858,1
3.01153283283847,1.30677234711212,2.06832169848115,3.11062317828406,1
2.94183633311591,1.72806710799776,2.82394566726047,3.45452556483546,1
6.73729256235048,2.27679054640003,2.87850669631244,7.15612851033864,0
3.33206881356116,2.59486676294516,0.817464399834183,1.21512830877992,0
4.77415194339341,2.09454612890266,2.05978467610719,5.18049681536593,0
3.49833534642785,1.43556907097104,1.66503727810707,3.77046152682295,0
5.09747723469912,1.72555670657037,1.88288405561773,4.39578726648942,0
4.46291424764323,1.80000238588712,1.92656156694753,3.71037556217879,0
8.13476567826641,1.74927706713732,1.73404213832575,5.28885158993555,0
10.3476377967257,2.02169038587228,3.10755307325857,8.09879540709085,0
5.8183615093584,1.219709336519,1.44803111678477,5.98311005892015,0
2.14258163556869,1.30885662730112,1.59086052174452,4.39156424129711,0
5.41204358266099,1.3945803425089,1.85340076548527,4.40244381327997,0
4.58733737223898,1.35125613405572,1.45416139808352,3.37503417351324,0
3.08415163492081,1.32591065868697,2.40293575834863,2.17519268378806,0
2.48708051328247,1.40596836231614,2.08413246410676,5.15963457405865,0
3.89182113969727,1.73512361141842,2.01443986802974,6.17460190319021,0
4.6225303176288,0.8625501959856,1.36782431302865,4.32101974784767,0
4.68647145424242,2.26652026424025,1.57461798488804,5.34438897562546,0
5.16147689482708,2.10296656292327,3.68835421613697,6.26495403243362,0
4.57083245965709,1.44304439134195,1.97483194487631,6.76581937054828,0
5.54067278202576,2.74293762522091,2.1332827755922,4.82933796993241,1
5.8869106952697,2.9014656426568,2.3591836067834,7.07323804881707,1
6.522368696867,3.15272813172761,2.11278649812395,2.22978981362973,1
8.32625478017835,3.43727135202357,2.40819411966797,6.95575923000863,1
3.92565691201502,1.57423939328859,1.50834620930957,4.11866422176752,1
1.59024820410115,0.830034949003639,1.86665305233644,4.53573144927032,1
9.08121070839085,3.62099135047232,1.78501555327845,9.66177597564556,1
2.91539038952216,1.94814409547715,2.28548639444423,2.71264756298119,1
2.74116173469012,1.16815328226801,1.78156532498339,5.29309196749132,1
1.86372355761479,2.07697440490451,1.52230205090438,3.242322909137,1
2.98463354006839,2.02219105126274,2.49496640328521,2.19699755250107,1
3.28355863320852,1.52271234719728,1.53480623650847,12.0580307577104,1
2.30224740719453,1.16830139871724,1.10412515473578,4.0578708917249,1
5.41559312948361,3.01871673246153,1.93715372630694,4.33773965929624,1
2.92215661293774,1.55661094111556,1.33661429701012,3.56102693817849,1
3.08795750214202,1.31578650766386,1.52574245518899,2.67816378176004,0
3.10458774034983,1.19671056754184,1.49589102794531,2.03110926249092,0
2.69643394555437,1.41054514079162,1.2449655731833,4.55193973886092,0
2.2848740636833,0.913095339056262,1.66083942870271,5.30772240503514,0
3.64451052678984,1.39395665373954,1.58671759761081,2.9840622684085,0
5.98038643594962,1.55472408068594,0.986471449342095,6.18322813138046,0
4.40664696329297,1.19321058872899,1.39092360519752,5.75178431769357,0
