TP9,AF7,AF8,TP10, Mode
4.90142435042094,1.82793013822218,1.31890601675727,8.88859250459112,0
6.68475048790105,1.87155418656312,1.8580045238838,11.3494755225342,0
3.85347256254165,1.00986093389751,1.97769270089071,4.40338523082155,0
3.83945943678002,1.56600390177158,1.63871751849245,9.71861844623584,0
5.71156397720602,1.67526997356276,2.359158235259,7.07425418092271,0
8.97509444632813,3.82041049368539,3.02932330442333,11.1990217988326,0
4.31249825889395,1.16080587861583,1.40693895259921,3.306300747605,0
3.51901264034477,1.62788264002141,1.24327905191086,7.18349186708893,0
11.221612574359,4.27550919514183,3.7936943413106,10.9433393087691,1
7.84496297007963,3.4615295108968,2.21345977577015,7.08885065317145,1
4.79086648555513,2.25783619810078,1.93246763085717,3.7163763488277,1
4.48574650107791,2.37030294954983,2.42274558207986,3.82688473856472,1
3.09670780351937,0.656195005625866,2.55256549875449,1.96279460565508,0
3.89129976613605,1.25163933316511,1.08657642172553,5.06859131905976,0
4.41511366426974,0.838861434252012,1.68004480639455,4.19665642775965,0
4.15965669974961,1.76541495214381,1.53236674847898,5.09853742885542,0
4.56897233834617,1.14870929669436,1.58408846330619,3.35712599036779,0
3.07203188061736,1.79253189040248,1.93793726735074,3.54069618977913,0
4.11656706748093,1.34671924857371,1.3527513461104,4.91758876540537,0
3.02189458319483,1.32283068597647,1.16063265350341,4.16141398640211,0
3.00464549109341,1.50942764279798,1.85170586772277,3.9621854236654,0
4.19750289697051,1.73959169742643,1.31500414974542,4.71283910507478,0
5.99182870549507,1.56135314748812,1.0703184245289,6.70878360235797,1
6.92606149748602,1.75523761104885,1.57408878322089,7.9854653534923,1
7.13278957019198,1.7122666222487,2.03102661625029,6.59630858197591,1
10.1229320176431,3.97947066236258,2.46901819124613,11.0033252534889,1
12.2345199877708,1.82972377806646,1.77970450306272,11.101648668529,1
3.82910104322394,1.24004086515173,1.7314990478218,4.08794613520573,1
2.46801023552976,1.45300492633161,1.2457335967897,2.75135818784948,1
6.53530119082525,3.18286955958549,1.90605097433772,8.71596980408573,1
3.62382484029,1.22753958176355,1.06608762365961,3.62379641014773,1
2.80230250973552,2.0583049881058,1.59005492352308,2.43128328474353,0
4.52913175379536,1.42245781812087,0.801086558837871,3.16183324690436,0
2.67491858885707,1.42214359056884,1.26849612834342,7.43493435197096,0
3.89712448989183,1.40677545569118,1.28670032444912,4.53589242298838,0
6.5664319823718,1.10625479644211,1.86048329581718,8.4841510762016,0
3.775370364072,1.75885985013015,1.97167594336851,3.21565377508685,0
2.32223519783138,0.882741879227863,1.63028994147739,4.74658409790985,0
3.45061647725016,1.40864325560989,1.81103650350846,5.20120011925808,0
3.0538801338521,1.32656755107289,1.78289029520808,4.68777483026573,0
5.24333357159299,1.36878434099293,1.48187535957508,6.38959413498103,0
4.75053461874346,2.51189069149796,3.30983599307362,6.90748232929585,0
5.59052514366926,1.19359822179072,1.49095406454142,5.67174334688894,0
6.99223455921477,2.4550782009838,2.11747434413238,5.47259540861216,1
5.14005172906004,1.08312225567371,1.46347419556395,4.32220535471995,1
4.54484224925372,1.14641152473433,2.58383980013178,4.3703112137971,1
10.0210640009549,3.39434694315857,3.26542870547183,8.47538473188868,1
3.87293787469113,2.11772584296937,2.31313043422976,4.06044886206207,1
3.38644239375918,0.963348154177909,1.24940214650878,4.12853531988919,1
4.30376765743255,1.83851528262335,1.69328590511961,3.63084120629458,1
2.52619901616934,0.842526584314877,0.73954589363393,2.61245224115473,1
4.21142559328009,1.53641942293557,1.92867787800457,3.59056805308863,0
4.45451633950642,1.36041933800261,1.58720550937716,2.44279910218364,0
2.65091436989537,1.27900410985288,1.67694708825902,6.18616471747545,0
5.43142188504729,1.54532191692865,1.33905249590365,5.61365741980719,0
4.48931653942988,1.93256758525772,2.23697165293451,4.27018905491689,0
3.9974720614454,1.93545595519072,1.84821846475539,2.19539300935013,0
3.53391017639502,1.84550116215677,1.28943976597043,3.35377834292449,0
2.66885225589864,1.89080172647788,1.90516846110302,6.3122442439173,0
3.98778325118176,1.33927531453328,1.61797688744704,5.49961611436921,0
2.35102291581135,1.18011156476187,0.965681659413753,3.58297138724781,0
4.85908789999325,1.01849620332493,1.7691266666721,7.70502791297836,0
9.23014702947325,0.977955261278321,1.17265157257373,4.69371635590484,0
7.48967110854379,2.23220004389237,2.05845134774808,5.86012696641936,0
8.80874048345109,1.19150415776004,1.55300236393852,5.06298432337779,0
5.63354247574061,1.31032132798353,1.21340226823504,3.73720201519077,0
3.95796889077664,2.62890789734127,2.69869006784016,5.23034579341872,1
2.70907464245929,2.49285548601361,1.92146739642576,2.05429709908914,1
9.63675498863374,2.32065156643229,1.72350059148927,11.7740544871262,1
13.6441751020596,6.07080623117939,3.01851725325726,14.6093120747281,1
7.6319607993536,5.35258853598475,2.78615532081156,10.7273136269471,1
