EEG1, EEG2, EEG3, EEG4, EEG5, Eyes
808.2784,866.7033,856.2271,845.348,834.0659,1
832.0513,863.8828,842.1245,857.4359,839.304,1
877.1795,863.0769,831.6484,872.7473,857.033,1
889.6703,865.0916,838.4982,874.7619,900.9524,1
848.5714,869.1208,852.1978,863.8828,828.8278,1
820.3663,870.3297,852.6007,852.1978,805.0549,1
836.0806,868.718,843.7363,851.392,832.8571,1
878.3883,863.0769,833.2601,862.674,861.4652,1
894.9084,862.674,830.8425,875.9707,889.2674,1
856.6301,867.1062,840.9158,870.7326,870.7326,1
825.2015,868.718,846.5568,850.989,834.0659,1
834.4689,863.4799,836.0806,844.1392,844.9451,1
873.1502,861.4652,827.619,858.2418,861.0623,1
895.7143,865.4945,833.2601,867.9121,873.5531,1
865.0916,871.1356,844.5421,859.0476,853.8095,1
826.4103,871.5385,847.7656,851.7949,823.9927,1
834.4689,869.5238,843.7363,847.7656,841.7216,1
869.1208,866.3004,836.4835,854.2125,848.5714,1
889.2674,863.8828,833.663,865.8975,885.6411,1
861.0623,869.1208,840.1099,862.674,880,1
817.1429,868.315,841.3187,846.5568,834.0659,1
821.978,865.8975,835.6777,844.1392,819.5604,1
857.4359,863.8828,828.022,852.6007,837.6923,1
882.0146,863.4799,832.0513,865.0916,867.5092,1
865.8975,869.9268,844.5421,867.9121,841.3187,1
822.7839,870.7326,850.989,846.5568,863.4799,1
817.1429,865.0916,845.7509,841.7216,891.282,1
853.8095,862.2711,834.0659,857.4359,837.2894,1
892.0879,864.2857,834.0659,871.5385,882.8205,1
875.5677,866.7033,846.1539,865.8975,857.4359,1
828.8278,865.8975,850.5861,856.2271,806.6667,1
830.0366,865.0916,843.3333,859.0476,871.9414,1
854.2125,867.1062,838.9011,859.4506,858.2418,1
888.4615,870.3297,836.8865,868.718,896.1172,1
885.6411,872.7473,838.9011,870.7326,914.652,1
839.707,873.1502,851.392,862.2711,878.3883,1
833.2601,868.718,855.0183,859.8535,855.0183,1
861.0623,865.0916,843.3333,861.0623,817.9487,1
895.3113,865.0916,828.022,874.3589,850.1832,1
890.0732,868.718,830.4396,869.5238,883.6264,1
842.1245,873.5531,846.1539,851.392,887.6557,1
822.7839,872.3443,852.6007,847.7656,895.7143,1
846.9597,868.718,846.1539,857.8388,845.7509,1
888.8644,868.315,832.0513,873.1502,880.8058,1
892.4908,872.3443,833.2601,880,892.8938,1
850.1832,876.3736,853.0037,867.9121,814.3223,1
820.7692,870.7326,857.8388,852.6007,826.4103,1
835.2747,866.3004,846.1539,852.1978,842.1245,1
878.7912,866.7033,833.663,867.1062,866.7033,1
890.8792,868.718,837.2894,877.5824,911.0256,1
848.1685,871.5385,848.1685,864.6887,849.3773,1
812.7106,869.5238,850.5861,841.3187,804.2491,1
830.8425,867.1062,844.1392,848.9744,843.7363,1
877.5824,867.1062,834.4689,862.2711,877.9854,1
894.1025,870.7326,834.8718,869.9268,932.381,1
853.8095,873.9561,846.1539,863.0769,918.2784,1
815.5311,871.1356,849.3773,839.707,872.3443,1
826.8132,871.1356,841.7216,842.1245,826.4103,1
873.9561,871.1356,830.8425,862.2711,815.5311,1
899.3406,873.1502,833.2601,877.9854,871.5385,1
868.315,877.5824,850.1832,873.1502,870.7326,1
831.2454,875.5677,859.8535,852.6007,840.5128,1
833.663,871.5385,853.4066,845.7509,809.0842,1
874.3589,870.3297,847.7656,860.6594,820.3663,1
906.5934,873.1502,844.9451,876.3736,923.5165,1
874.3589,875.1649,844.9451,867.1062,895.7143,1
825.2015,874.7619,850.989,856.2271,809.0842,1
824.7985,873.1502,844.1392,860.6594,836.0806,1
862.2711,871.1356,838.0952,864.6887,845.348,1
898.1319,871.1356,842.1245,873.5531,892.4908,1
878.3883,872.7473,853.4066,870.3297,892.8938,1
828.4249,872.3443,860.2564,848.1685,894.9084,1
825.6044,870.3297,854.2125,844.9451,900.9524,1
861.4652,868.718,842.1245,858.2418,855.4213,1
896.1172,870.3297,836.8865,871.5385,925.9341,1
883.6264,871.9414,842.9304,867.1062,943.663,1
840.1099,875.1649,855.0183,856.2271,862.674,1
831.6484,872.3443,847.7656,857.8388,811.5018,1
856.6301,865.0916,830.8425,861.4652,825.6044,1
893.6996,867.5092,830.8425,878.7912,898.9377,1
890.4762,871.5385,840.9158,877.9854,888.4615,1
844.9451,871.9414,855.4213,855.8242,835.2747,1
830.0366,871.1356,851.392,854.6154,852.1978,1
852.6007,868.315,835.2747,855.0183,856.2271,1
895.3113,865.4945,829.6337,869.9268,863.8828,1
900.9524,871.1356,837.6923,880,874.7619,1
853.0037,874.7619,845.348,865.4945,838.9011,1
823.9927,866.7033,846.5568,855.4213,822.7839,1
838.0952,863.4799,846.9597,871.5385,839.707,1
882.0146,866.3004,835.2747,890.0732,906.9963,1
893.6996,867.9121,833.663,882.0146,931.5751,1
854.6154,870.3297,853.0037,866.3004,849.3773,1
828.4249,871.1356,862.674,861.0623,789.3406,1
845.348,868.315,851.7949,868.718,793.3699,1
891.685,866.7033,831.2454,880,863.4799,1
904.9817,867.1062,830.8425,883.6264,896.1172,1
865.4945,870.7326,853.0037,869.1208,869.1208,1
832.4542,872.7473,863.8828,858.2418,835.6777,1
841.7216,867.5092,855.4213,863.0769,807.4725,1
878.7912,865.0916,844.5421,874.3589,860.2564,1
897.7289,870.7326,840.1099,880,946.8865,1
871.1356,873.9561,842.5275,868.315,881.6117,1
835.2747,871.1356,850.1832,858.6447,790.9524,1
840.5128,869.9268,851.7949,861.0623,801.8315,1
880,870.3297,840.5128,868.718,834.8718,1
901.3553,871.1356,842.1245,879.1942,912.2344,1
869.5238,871.5385,854.2125,875.5677,893.6996,1
832.4542,875.9707,856.6301,863.4799,820.7692,1
837.2894,877.5824,850.1832,863.8828,818.3516,1
870.3297,867.9121,839.707,876.7766,859.4506,1
898.5348,865.8975,837.2894,885.6411,912.2344,1
878.7912,873.5531,850.1832,881.6117,859.8535,1
830.0366,874.3589,857.4359,862.674,839.707,1
828.022,871.9414,850.989,856.2271,865.0916,1
863.8828,870.7326,836.4835,876.7766,860.2564,1
894.1025,872.3443,835.2747,892.8938,854.2125,1
882.4176,877.5824,851.392,875.5677,799.011,1
839.304,880.403,863.8828,855.8242,802.6374,1
831.6484,875.5677,861.4652,850.5861,878.7912,1
861.8681,872.3443,850.1832,861.0623,877.1795,1
901.3553,872.7473,843.7363,877.5824,869.1208,1
892.0879,875.1649,842.1245,870.7326,879.597,1
840.5128,878.3883,852.6007,855.0183,858.2418,1
827.619,875.5677,853.4066,851.392,845.348,1
857.8388,874.7619,834.4689,858.6447,827.619,1
901.3553,878.3883,828.8278,873.9561,892.4908,1
896.9231,878.3883,841.7216,878.3883,912.6374,1
848.1685,877.9854,855.8242,863.0769,809.8901,1
834.4689,876.7766,863.0769,854.2125,807.8755,1
859.0476,874.7619,859.4506,864.6887,843.7363,1
897.7289,873.9561,846.5568,885.2381,888.0586,1
903.3699,873.5531,838.9011,886.4469,913.4432,1
855.4213,875.5677,851.7949,869.1208,882.8205,1
825.2015,872.3443,861.0623,853.4066,863.4799,1
838.4982,861.4652,850.1832,857.4359,824.7985,1
877.5824,860.6594,833.2601,875.1649,865.4945,1
888.4615,871.5385,837.6923,873.9561,878.3883,1
851.392,875.9707,857.4359,863.8828,866.3004,1
824.3956,872.7473,860.6594,857.4359,841.3187,1
834.8718,871.5385,855.4213,861.0623,788.9377,1
877.5824,869.5238,833.663,871.1356,852.6007,1
896.1172,873.1502,828.4249,876.7766,868.315,1
862.2711,879.1942,854.6154,871.5385,833.2601,1
828.4249,876.3736,863.0769,857.033,812.7106,1
832.8571,875.1649,848.1685,853.8095,796.9963,1
875.1649,871.9414,835.2747,864.2857,888.0586,1
899.3406,871.9414,836.4835,877.1795,962.6007,1
867.5092,879.1942,846.1539,876.7766,887.6557,1
833.2601,880,852.6007,861.8681,815.5311,1
835.2747,875.1649,853.4066,857.033,827.2161,1
873.9561,872.7473,842.5275,868.315,836.8865,1
905.3846,875.9707,839.304,884.8351,890.0732,1
877.9854,877.5824,855.8242,880,866.3004,1
833.2601,876.3736,857.033,859.0476,831.6484,1
834.8718,872.7473,844.9451,860.6594,842.9304,1
873.5531,872.7473,838.9011,871.5385,833.663,1
906.9963,875.5677,841.7216,879.597,917.4725,1
883.6264,875.5677,853.8095,877.1795,857.033,1
833.2601,877.1795,862.674,855.4213,805.0549,1
830.0366,872.7473,859.4506,850.5861,866.7033,1
864.2857,867.1062,850.989,864.2857,849.3773,1
896.9231,869.1208,839.707,879.1942,894.1025,1
880,872.7473,847.3626,875.5677,910.6227,1
835.6777,873.9561,860.6594,855.0183,846.1539,1
830.8425,874.7619,856.2271,852.1978,802.6374,1
857.8388,872.7473,847.7656,868.315,808.6813,1
895.3113,870.3297,834.8718,879.1942,877.1795,1
892.8938,877.9854,841.7216,877.9854,899.7436,1
844.1392,880.403,860.2564,860.6594,835.2747,1
827.2161,874.7619,858.2418,854.2125,755.4945,1
855.0183,873.5531,849.3773,864.2857,786.5201,1
894.9084,874.7619,844.9451,877.5824,893.6996,1
896.1172,880,848.5714,878.7912,915.4579,1
852.1978,881.2088,855.4213,863.0769,847.3626,1
832.8571,877.1795,848.5714,853.0037,838.4982,1
852.1978,876.7766,839.304,858.6447,842.1245,1
894.9084,875.5677,842.5275,872.7473,823.5897,1
898.9377,876.3736,846.1539,879.1942,882.4176,1
854.6154,880.8058,855.8242,869.9268,883.6264,1
830.8425,878.3883,856.2271,861.4652,836.0806,1
843.7363,872.7473,848.1685,859.4506,852.1978,1
884.8351,873.5531,845.348,865.4945,876.3736,1
900.9524,874.3589,844.1392,871.5385,908.2051,1
863.0769,878.3883,854.6154,865.0916,876.3736,1
829.6337,877.9854,858.2418,855.4213,828.022,1
838.4982,870.3297,850.1832,857.8388,825.2015,1
880.403,872.3443,840.1099,872.7473,857.033,1
898.9377,877.5824,844.1392,884.8351,911.4286,1
866.7033,882.4176,859.4506,873.1502,855.0183,1
826.8132,881.2088,861.4652,853.4066,857.033,1
834.4689,881.2088,860.6594,859.0476,848.1685,1
873.9561,877.9854,849.3773,865.0916,816.7399,1
879.1942,868.315,836.0806,862.2711,907.3993,1
842.9304,875.1649,844.9451,852.1978,880.403,1
811.9048,884.0293,851.7949,849.3773,816.7399,1
803.8461,881.2088,845.7509,842.5275,856.2271,1
822.381,876.7766,832.4542,823.9927,823.9927,1
858.2418,892.0879,840.9158,840.5128,838.4982,1
824.3956,890.8792,850.989,826.0073,872.7473,1
753.0769,882.0146,847.3626,782.8938,814.3223,1
746.6301,883.6264,843.3333,781.282,814.7253,1
785.3113,886.4469,832.8571,786.5201,867.1062,1
809.8901,885.6411,826.4103,781.685,889.6703,1
772.8205,884.4323,830.8425,768.3883,872.3443,1
713.5897,888.0586,840.1099,751.0623,839.304,1
707.9487,884.8351,836.0806,747.8388,840.5128,1
736.9597,883.6264,822.7839,748.6447,888.8644,1
776.4469,887.2527,815.9341,761.5385,932.381,1
773.6264,888.4615,821.978,774.0293,893.2967,1
726.8865,883.6264,838.0952,765.5677,855.0183,1
726.0806,881.6117,842.9304,759.5238,836.8865,1
765.5677,881.2088,841.3187,771.2088,809.4872,1
807.4725,877.9854,831.2454,786.1172,882.4176,1
811.5018,879.1942,835.2747,801.0256,900.9524,1
774.0293,881.2088,848.9744,805.4579,861.8681,1
767.1795,873.9561,841.7216,803.4432,837.2894,1
797.3993,864.6887,828.022,809.0842,836.0806,1
847.7656,861.8681,829.2308,826.0073,904.9817,1
859.4506,863.0769,839.707,842.5275,908.608,1
815.5311,860.2564,846.1539,831.6484,842.1245,1
805.4579,857.033,846.5568,823.5897,805.8608,1
836.4835,856.6301,840.9158,842.1245,872.7473,1
881.2088,853.0037,832.0513,861.4652,929.1575,1
890.8792,855.4213,836.4835,871.1356,891.685,1
850.5861,859.4506,852.1978,860.2564,841.3187,1
838.0952,859.0476,852.1978,853.0037,823.5897,1
861.0623,856.6301,834.8718,862.2711,846.1539,1
895.3113,850.1832,826.0073,873.5531,875.1649,1
912.6374,853.4066,833.663,885.2381,884.4323,1
881.6117,863.0769,845.7509,880.403,865.8975,1
848.5714,861.0623,852.1978,869.1208,871.9414,1
862.674,859.0476,847.7656,882.0146,838.0952,1
909.011,858.6447,836.8865,894.1025,878.3883,1
931.1722,860.2564,837.2894,895.7143,930.7692,1
903.7729,867.5092,844.1392,892.8938,861.4652,1
866.7033,865.8975,842.5275,885.6411,798.608,1
871.9414,857.033,841.3187,888.0586,821.5751,1
915.4579,855.4213,834.0659,898.9377,831.2454,1
943.663,860.2564,838.9011,911.8315,894.9084,1
916.2637,862.2711,850.989,908.608,869.5238,1
870.3297,859.0476,853.8095,889.6703,813.1135,1
867.5092,855.4213,850.1832,890.4762,849.7802,1
905.3846,855.0183,841.3187,905.7875,873.5531,1
936.0073,859.4506,835.6777,916.2637,901.3553,1
910.6227,864.6887,840.5128,910.2198,875.1649,1
869.1208,865.8975,848.9744,892.8938,840.5128,1
869.9268,865.8975,845.7509,888.4615,823.1868,1
897.326,862.674,831.6484,899.7436,855.0183,1
931.978,862.2711,828.8278,910.2198,927.5458,1
921.0989,866.3004,844.1392,902.1612,893.6996,1
867.5092,867.1062,852.6007,886.8498,840.5128,1
859.8535,864.2857,847.7656,877.9854,871.5385,1
890.8792,861.4652,844.5421,882.4176,853.0037,1
921.9048,859.8535,836.8865,895.3113,865.0916,1
912.6374,864.2857,838.0952,896.5201,886.4469,1
859.8535,869.1208,846.9597,878.7912,834.4689,1
840.5128,865.8975,846.1539,870.7326,830.8425,1
868.718,861.0623,840.9158,884.4323,856.2271,1
905.7875,859.8535,835.6777,891.685,882.0146,1
904.1758,863.8828,839.304,890.8792,946.4835,1
861.4652,866.3004,849.3773,876.7766,892.4908,1
842.9304,865.4945,855.4213,867.5092,844.1392,1
865.8975,865.0916,850.5861,875.5677,838.4982,1
909.8168,867.5092,840.1099,894.1025,880,1
910.6227,869.1208,833.2601,902.5641,914.652,1
865.4945,870.3297,838.4982,887.2527,861.0623,1
846.9597,868.718,841.7216,873.1502,848.1685,1
863.0769,866.7033,841.7216,875.9707,848.1685,1
901.3553,863.0769,837.6923,889.6703,863.4799,1
914.2491,869.5238,842.5275,900.1465,857.033,1
869.5238,873.5531,857.8388,888.8644,818.3516,1
833.663,867.5092,857.033,871.5385,838.4982,1
847.7656,864.2857,845.348,876.7766,847.3626,1
891.282,863.0769,833.663,890.0732,857.4359,1
903.7729,867.1062,832.8571,889.6703,928.7546,1
868.718,872.3443,838.9011,874.3589,905.7875,1
832.0513,869.5238,846.5568,857.4359,829.6337,1
839.304,866.7033,853.0037,866.7033,811.0989,1
885.6411,867.5092,849.3773,885.6411,860.6594,1
906.5934,868.718,850.989,890.4762,920.293,1
873.1502,871.1356,857.8388,873.9561,880.403,1
834.4689,871.1356,854.2125,858.2418,829.2308,1
838.0952,868.315,844.1392,863.4799,799.4139,1
875.1649,867.1062,834.0659,881.2088,838.0952,1
900.5494,871.1356,828.4249,888.4615,882.4176,1
871.9414,872.7473,835.6777,879.597,863.4799,1
831.2454,869.9268,859.0476,863.0769,830.8425,1
830.8425,866.3004,858.2418,856.2271,871.5385,1
866.3004,863.4799,844.5421,867.9121,884.8351,1
898.1319,864.6887,846.1539,880.8058,875.9707,1
879.1942,870.7326,852.1978,876.3736,861.0623,1
833.2601,873.1502,852.1978,859.0476,806.2637,1
830.8425,870.7326,848.1685,855.8242,844.9451,1
865.4945,869.9268,842.1245,870.3297,875.1649,1
900.9524,869.1208,829.6337,883.2234,863.8828,1
889.2674,870.7326,832.0513,874.3589,896.1172,1
844.1392,873.5531,846.1539,857.4359,878.7912,1
836.4835,871.9414,850.5861,855.0183,827.619,1
863.0769,867.9121,842.5275,866.3004,839.304,1
903.3699,867.9121,836.0806,885.2381,927.1429,1
898.5348,871.1356,841.7216,886.4469,869.1208,1
846.9597,872.7473,849.7802,869.1208,822.7839,1
832.0513,870.7326,851.7949,861.0623,867.9121,1
856.6301,869.9268,842.9304,871.9414,857.4359,1
900.5494,871.1356,830.8425,886.8498,871.1356,1
900.1465,873.9561,839.707,885.6411,867.1062,1
850.5861,875.5677,854.2125,869.9268,828.8278,1
826.4103,872.3443,852.6007,857.8388,808.2784,1
846.1539,867.9121,844.9451,864.2857,813.5165,1
888.8644,865.0916,838.4982,875.5677,859.0476,1
892.4908,867.9121,836.8865,873.5531,888.8644,1
845.348,871.5385,841.3187,856.2271,839.707,1
829.2308,874.3589,851.7949,850.989,834.8718,1
844.9451,873.1502,852.6007,864.6887,817.9487,1
876.3736,869.5238,843.3333,874.3589,838.9011,1
888.4615,871.5385,848.1685,873.1502,896.9231,1
852.6007,872.3443,860.2564,860.2564,883.2234,1
827.619,871.5385,865.0916,846.1539,821.978,1
840.9158,869.5238,857.4359,852.1978,798.2051,1
882.4176,867.1062,836.4835,869.1208,834.8718,1
900.9524,869.5238,833.2601,877.5824,903.7729,1
865.4945,876.3736,855.8242,866.3004,925.9341,1
829.6337,876.3736,860.6594,856.6301,886.4469,1
838.4982,873.1502,852.1978,861.8681,849.3773,1
879.597,870.7326,846.9597,874.7619,857.4359,1
908.2051,874.3589,844.9451,878.3883,929.1575,1
877.9854,877.1795,849.7802,863.4799,906.5934,1
832.0513,873.5531,854.2125,858.2418,803.8461,1
838.9011,872.3443,849.7802,857.4359,809.8901,1
876.3736,868.718,840.9158,859.0476,824.7985,1
902.5641,874.3589,839.707,871.9414,833.663,1
876.7766,878.7912,851.392,869.5238,866.7033,1
830.0366,872.3443,859.0476,850.989,850.5861,1
833.2601,869.5238,858.6447,848.1685,828.8278,1
867.1062,869.1208,843.3333,859.0476,830.0366,1
898.9377,869.5238,830.8425,869.5238,896.5201,1
880,873.1502,843.3333,863.4799,892.8938,1
833.663,874.3589,860.6594,853.0037,860.2564,1
832.0513,871.9414,860.6594,855.8242,854.6154,1
865.0916,871.9414,850.989,867.9121,813.1135,1
900.9524,871.5385,840.5128,879.1942,858.2418,1
888.4615,873.9561,845.7509,878.7912,905.7875,1
842.5275,876.3736,853.0037,863.0769,840.9158,1
834.0659,873.1502,844.1392,855.4213,840.9158,1
861.8681,869.5238,844.5421,865.8975,854.6154,1
902.5641,870.3297,842.9304,877.1795,882.8205,1
899.7436,875.5677,842.1245,877.1795,922.7106,1
850.1832,876.7766,855.4213,860.6594,831.2454,1
827.619,871.1356,861.0623,847.3626,846.9597,1
850.5861,866.3004,854.6154,851.392,873.5531,1
894.5055,866.3004,846.1539,869.1208,844.9451,1
897.7289,873.1502,846.9597,874.3589,892.0879,1
852.6007,876.3736,850.5861,862.674,877.9854,1
832.0513,870.7326,850.5861,859.8535,821.5751,1
850.989,866.7033,849.3773,861.4652,842.5275,1
890.0732,868.315,840.1099,866.3004,885.2381,1
891.685,869.9268,835.2747,870.7326,889.2674,1
846.9597,872.3443,851.392,859.0476,852.1978,1
822.381,873.1502,863.0769,842.1245,836.0806,1
840.1099,868.718,855.4213,848.1685,865.4945,1
882.8205,865.4945,840.5128,870.7326,910.6227,1
895.3113,867.1062,840.5128,877.5824,905.3846,1
859.4506,873.1502,849.3773,867.5092,847.3626,1
830.8425,874.3589,848.1685,857.4359,837.2894,1
842.5275,871.9414,848.1685,860.6594,811.5018,1
887.2527,868.718,842.1245,871.5385,805.0549,1
907.8022,869.9268,836.4835,874.3589,900.9524,1
870.7326,875.5677,850.989,870.7326,856.2271,1
830.0366,871.9414,863.8828,862.2711,811.5018,1
832.8571,866.3004,854.2125,860.6594,875.1649,1
870.3297,865.0916,840.9158,866.3004,896.5201,1
895.3113,865.0916,842.9304,873.9561,898.9377,1
868.315,871.9414,846.5568,867.1062,843.7363,1
830.8425,873.5531,846.9597,853.4066,793.3699,1
833.663,868.718,849.3773,850.989,785.3113,1
871.1356,867.1062,842.9304,863.8828,848.1685,1
899.7436,866.3004,835.6777,877.1795,903.7729,1
877.5824,869.1208,845.7509,867.5092,876.3736,1
832.8571,871.9414,859.8535,851.392,827.619,1
828.022,870.3297,857.8388,860.6594,797.3993,1
860.6594,866.3004,844.9451,868.718,811.0989,1
893.6996,866.3004,838.0952,869.9268,917.4725,1
880,871.9414,843.3333,874.7619,877.1795,1
827.619,871.9414,846.1539,853.4066,829.2308,1
821.978,871.5385,843.3333,840.5128,876.3736,1
855.8242,869.9268,842.1245,853.4066,844.1392,1
888.8644,868.718,834.0659,866.7033,881.2088,1
884.8351,873.1502,835.6777,867.5092,876.3736,1
841.3187,874.3589,855.0183,854.6154,826.8132,1
828.022,872.3443,858.6447,846.5568,813.5165,1
857.8388,869.9268,851.392,858.2418,810.696,1
895.3113,869.9268,842.1245,876.7766,877.5824,1
894.5055,873.5531,833.663,882.0146,908.2051,1
850.989,877.9854,847.3626,870.3297,888.4615,1
830.4396,876.3736,861.8681,859.0476,866.7033,1
853.8095,870.3297,859.0476,864.6887,855.0183,1
893.6996,867.5092,844.1392,879.597,862.2711,1
898.1319,870.7326,841.7216,877.5824,881.6117,1
856.6301,875.1649,852.1978,856.6301,870.7326,1
831.2454,871.5385,852.1978,848.1685,850.1832,1
846.5568,867.1062,846.9597,855.0183,811.0989,1
889.2674,866.3004,836.8865,868.718,828.022,1
899.7436,871.5385,836.8865,875.1649,902.967,1
857.033,875.9707,847.3626,860.6594,867.5092,1
826.4103,871.1356,850.989,847.7656,848.9744,1
835.6777,865.8975,849.7802,851.7949,888.8644,1
879.1942,865.0916,839.304,869.5238,904.9817,1
897.326,870.7326,835.6777,876.3736,914.652,1
860.2564,874.7619,851.7949,861.8681,830.4396,1
832.4542,876.3736,864.6887,850.1832,814.3223,1
838.4982,875.5677,853.8095,853.8095,853.4066,1
879.597,871.9414,840.5128,874.7619,824.7985,1
907.8022,874.3589,842.1245,885.2381,880.8058,1
874.3589,876.3736,846.1539,869.9268,880,1
838.0952,875.1649,848.9744,855.8242,835.6777,1
847.3626,873.9561,845.348,860.6594,805.4579,1
886.0439,873.5531,836.0806,873.9561,852.6007,1
907.8022,875.5677,838.0952,885.6411,917.8755,1
876.3736,874.3589,848.9744,875.9707,866.3004,1
829.6337,869.5238,856.2271,861.4652,790.9524,1
831.2454,867.5092,856.2271,863.0769,811.5018,1
867.1062,864.2857,841.7216,872.7473,872.3443,1
893.2967,862.2711,826.0073,877.5824,890.8792,1
876.3736,868.718,840.5128,870.7326,904.5787,1
837.6923,874.3589,860.2564,859.8535,858.2418,1
834.8718,873.1502,856.2271,856.6301,840.9158,1
863.0769,869.9268,837.6923,861.4652,877.5824,1
891.282,870.3297,832.8571,867.9121,924.3223,1
880.403,875.1649,843.7363,866.7033,921.0989,1
834.8718,873.5531,850.989,852.1978,864.6887,1
818.7546,865.4945,842.5275,838.9011,840.9158,1
849.7802,861.8681,831.2454,845.348,848.1685,1
893.6996,862.674,835.2747,861.4652,923.5165,1
882.0146,867.5092,847.7656,861.0623,923.5165,1
832.4542,870.3297,858.2418,848.5714,840.1099,1
824.7985,866.3004,853.0037,846.1539,818.3516,1
850.1832,861.0623,840.1099,853.0037,868.315,1
890.0732,861.8681,828.4249,865.4945,922.3077,1
891.685,870.3297,836.4835,866.7033,884.0293,1
842.9304,877.1795,848.5714,856.2271,810.696,1
824.7985,873.1502,838.4982,847.7656,834.8718,1
849.3773,866.3004,832.8571,851.392,838.9011,1
887.2527,861.8681,829.2308,870.3297,856.6301,1
892.4908,864.6887,832.4542,877.5824,858.2418,1
847.7656,873.1502,848.1685,857.8388,879.1942,1
822.381,871.1356,848.1685,844.5421,876.3736,1
842.9304,866.7033,842.5275,853.8095,759.9268,1
886.4469,867.9121,836.4835,863.8828,840.5128,1
899.3406,870.3297,835.2747,870.7326,939.2308,1
856.2271,873.1502,847.3626,863.0769,851.392,1
826.0073,871.9414,848.5714,850.989,839.304,1
838.0952,867.9121,842.5275,848.5714,861.4652,1
877.9854,863.4799,830.4396,855.8242,851.7949,1
896.5201,865.8975,829.6337,867.5092,875.1649,1
861.4652,871.1356,842.9304,861.4652,882.0146,1
823.5897,872.3443,844.1392,845.7509,853.0037,1
829.6337,868.315,840.5128,851.392,820.7692,1
874.3589,867.1062,836.0806,863.8828,855.4213,1
901.3553,871.5385,830.4396,870.7326,924.3223,1
869.5238,873.1502,839.304,865.8975,897.7289,1
830.0366,871.1356,854.6154,850.989,852.6007,1
836.0806,867.1062,852.1978,851.392,826.0073,1
872.7473,865.8975,840.9158,869.9268,840.1099,1
899.7436,867.9121,834.8718,879.597,914.652,1
876.3736,871.1356,838.4982,863.8828,879.597,1
829.6337,869.5238,849.7802,847.7656,818.3516,1
823.9927,865.8975,853.0037,851.392,811.0989,1
855.8242,861.4652,838.4982,861.0623,848.9744,1
888.8644,863.8828,832.8571,871.5385,902.1612,1
880,872.7473,844.5421,874.3589,886.8498,1
830.0366,870.7326,855.0183,853.4066,845.7509,1
816.337,863.0769,850.5861,841.7216,836.8865,1
848.1685,859.0476,843.3333,855.0183,860.2564,1
888.8644,864.2857,838.9011,871.1356,919.0842,1
882.0146,871.5385,842.5275,873.1502,914.652,1
832.8571,869.9268,858.2418,857.4359,889.2674,1
822.7839,867.1062,853.0037,849.7802,862.2711,1
846.5568,865.4945,834.4689,861.4652,843.3333,1
888.0586,867.9121,832.4542,873.9561,896.1172,1
888.0586,871.5385,845.348,875.5677,943.663,1
840.1099,871.5385,858.2418,862.674,867.1062,1
828.4249,873.1502,854.2125,850.989,835.2747,1
847.3626,871.9414,840.9158,855.8242,800.6227,1
884.4323,869.1208,832.0513,866.3004,869.5238,1
890.4762,872.3443,839.707,871.5385,936.0073,1
844.5421,875.5677,854.2125,861.8681,845.7509,1
822.7839,873.5531,849.7802,850.989,845.348,1
844.1392,868.718,838.0952,856.2271,822.7839,1
886.0439,868.718,830.4396,870.7326,830.4396,1
893.6996,871.1356,840.1099,875.9707,880.403,1
852.1978,872.7473,857.033,861.4652,878.3883,1
824.7985,872.3443,854.6154,848.9744,887.6557,1
840.1099,868.315,841.3187,856.6301,824.7985,1
880.403,865.8975,828.8278,873.1502,872.7473,1
892.4908,867.5092,832.0513,877.5824,915.0549,1
854.6154,870.3297,843.3333,864.6887,884.4323,1
826.0073,870.3297,849.3773,853.0037,815.5311,1
836.4835,865.0916,848.5714,852.6007,821.978,1
872.7473,861.4652,840.1099,860.2564,909.8168,1
893.6996,867.5092,844.5421,869.9268,911.4286,1
863.8828,871.1356,854.2125,859.0476,885.2381,1
823.9927,868.315,851.392,845.348,888.4615,1
829.6337,868.315,844.5421,848.9744,849.7802,1
869.1208,864.2857,838.4982,856.2271,828.4249,1
890.0732,863.8828,835.6777,865.8975,871.1356,1
866.3004,871.5385,842.5275,867.5092,868.315,1
828.8278,872.7473,852.6007,850.5861,841.3187,1
829.6337,867.1062,850.5861,850.5861,782.4908,1
865.8975,862.674,835.6777,867.9121,812.3077,1
891.685,864.2857,834.0659,877.5824,904.5787,1
866.3004,868.315,846.1539,870.7326,914.652,1
825.2015,871.5385,852.1978,852.6007,867.9121,1
830.4396,869.1208,849.3773,854.2125,825.2015,1
863.4799,869.5238,834.4689,865.4945,838.0952,1
891.685,871.5385,826.4103,871.1356,919.8901,1
875.1649,869.5238,838.0952,863.4799,898.5348,1
829.2308,871.1356,846.1539,846.1539,801.4286,1
824.3956,868.315,839.707,837.6923,802.6374,1
852.6007,865.4945,828.8278,850.989,823.5897,1
890.0732,869.5238,825.6044,871.5385,857.4359,1
882.4176,871.5385,836.8865,861.0623,873.1502,1
835.6777,873.1502,855.0183,847.3626,794.1758,1
830.4396,873.9561,857.4359,850.1832,791.3553,1
854.6154,870.7326,848.9744,850.989,825.2015,1
888.8644,868.315,839.707,863.0769,874.7619,1
888.0586,868.718,842.9304,865.4945,902.1612,1
834.0659,869.5238,853.8095,848.5714,876.3736,1
813.1135,867.1062,853.4066,840.5128,842.9304,1
