EEG1, EEG2, EEG3, EEG4, EEG5, Eyes
886.0439,865.8975,834.4689,877.9854,936.4103,1
880.403,873.9561,842.9304,873.5531,912.6374,1
826.4103,876.7766,846.5568,837.6923,800.2198,1
810.696,871.1356,845.348,833.663,838.4982,1
845.348,869.1208,846.9597,855.4213,862.674,1
895.7143,869.5238,838.9011,885.2381,885.6411,1
896.5201,871.9414,837.2894,888.4615,927.5458,1
849.3773,876.3736,846.5568,859.8535,863.0769,1
828.4249,874.3589,844.1392,844.5421,830.8425,1
850.5861,871.9414,830.8425,852.6007,859.0476,1
893.2967,867.9121,828.022,886.0439,883.2234,1
888.0586,867.9121,842.5275,890.8792,906.5934,1
826.8132,873.9561,853.0037,849.3773,867.5092,1
794.9817,874.3589,855.0183,828.022,856.6301,1
817.9487,872.3443,854.6154,844.9451,851.7949,1
865.8975,870.3297,835.2747,873.1502,874.3589,1
879.1942,871.1356,827.619,875.1649,930.3663,1
834.8718,876.3736,846.1539,841.7216,889.2674,1
797.8022,875.5677,851.7949,817.1429,829.6337,1
810.293,870.7326,845.7509,838.0952,771.6117,1
860.6594,867.9121,836.4835,868.315,850.5861,1
884.8351,869.5238,834.0659,873.1502,938.022,1
851.392,875.9707,851.7949,853.8095,858.6447,1
818.3516,878.3883,862.2711,830.8425,823.9927,1
829.2308,875.5677,853.4066,832.0513,825.2015,1
870.3297,874.7619,839.707,861.4652,861.4652,1
898.5348,877.5824,834.4689,882.4176,937.619,1
865.0916,881.6117,846.9597,860.6594,886.0439,1
814.7253,882.0146,855.8242,833.2601,806.6667,1
823.1868,875.1649,849.7802,842.9304,793.7729,1
863.4799,869.9268,839.304,871.9414,821.978,1
897.326,875.9707,837.6923,880.403,917.0696,1
874.7619,882.4176,845.348,860.2564,892.0879,1
818.3516,882.4176,846.1539,830.4396,846.9597,1
820.7692,881.2088,843.7363,826.0073,834.4689,1
861.0623,875.5677,842.5275,862.674,826.0073,1
898.1319,874.7619,839.707,891.685,917.4725,1
878.7912,880,840.9158,869.5238,936.0073,1
817.5458,880,847.3626,832.0513,824.3956,1
811.5018,875.5677,856.6301,838.0952,796.1905,1
851.7949,871.1356,853.0037,864.6887,825.6044,1
896.1172,872.7473,837.2894,880.403,899.3406,1
882.8205,877.5824,836.0806,879.1942,896.9231,1
823.1868,877.9854,848.9744,848.9744,805.8608,1
808.6813,875.5677,856.2271,838.9011,818.3516,1
838.9011,870.7326,853.0037,860.6594,822.7839,1
881.6117,872.7473,841.3187,886.4469,883.6264,1
882.4176,879.597,836.8865,880,973.0769,1
830.8425,886.0439,845.7509,838.9011,906.5934,1
810.293,882.8205,845.348,823.1868,850.1832,1
838.9011,876.3736,834.8718,846.9597,851.7949,1
892.0879,877.9854,826.4103,884.4323,886.0439,1
894.5055,879.597,832.0513,877.5824,898.1319,1
838.0952,879.1942,848.5714,843.3333,831.6484,1
807.8755,877.9854,850.989,824.3956,858.6447,1
830.8425,874.7619,841.7216,836.8865,818.3516,1
880.8058,872.3443,838.0952,871.5385,876.3736,1
886.0439,875.1649,840.1099,872.3443,954.5421,1
841.3187,879.1942,845.348,842.1245,895.3113,1
809.0842,879.597,848.1685,824.3956,902.5641,1
823.1868,875.1649,838.9011,840.9158,854.2125,1
874.7619,869.9268,831.2454,872.3443,823.9927,1
897.7289,874.7619,836.0806,884.4323,880.8058,1
851.392,881.6117,846.9597,853.8095,847.7656,1
811.0989,880.8058,857.4359,828.8278,806.2637,1
826.0073,876.3736,856.6301,847.3626,790.1465,1
872.3443,872.7473,841.3187,881.2088,860.2564,1
901.7582,874.7619,838.4982,890.8792,927.9487,1
868.315,883.2234,846.1539,858.6447,852.6007,1
821.978,883.6264,849.7802,830.4396,792.5641,1
825.2015,875.9707,849.7802,843.3333,833.663,1
871.1356,870.7326,841.3187,873.9561,882.0146,1
900.1465,873.1502,840.5128,886.8498,900.5494,1
867.1062,878.3883,850.5861,862.674,850.1832,1
818.7546,877.1795,855.4213,829.6337,822.7839,1
818.7546,873.1502,855.0183,826.0073,904.1758,1
858.2418,869.5238,845.7509,849.7802,869.5238,1
896.9231,873.1502,835.6777,873.9561,867.5092,1
873.5531,880,841.7216,861.8681,912.6374,1
815.9341,879.597,847.3626,838.0952,844.5421,1
816.337,873.5531,848.1685,842.1245,807.0696,1
853.0037,870.3297,844.5421,862.674,799.011,1
892.4908,869.5238,841.7216,884.0293,876.3736,1
887.2527,874.7619,855.8242,872.3443,915.4579,1
830.4396,878.3883,866.7033,847.7656,835.2747,1
813.1135,872.7473,860.6594,844.9451,818.3516,1
849.3773,871.1356,850.1832,862.674,839.707,1
896.1172,871.5385,840.1099,888.0586,927.5458,1
889.6703,875.9707,840.9158,875.9707,909.011,1
833.663,880.403,852.6007,844.9451,800.6227,1
817.5458,875.5677,849.3773,843.3333,826.8132,1
849.7802,869.5238,845.348,863.8828,819.5604,1
894.1025,869.1208,840.5128,886.0439,879.597,1
894.5055,875.1649,844.5421,885.2381,904.1758,1
836.8865,880,856.6301,854.2125,848.9744,1
811.5018,878.7912,850.989,831.2454,841.3187,1
837.2894,875.9707,846.5568,845.348,868.718,1
884.4323,872.3443,837.6923,877.1795,896.9231,1
889.2674,875.5677,832.8571,878.7912,906.5934,1
830.8425,880,842.9304,836.8865,848.5714,1
796.5934,875.9707,843.3333,813.1135,833.663,1
819.5604,872.3443,837.6923,835.6777,846.5568,1
867.9121,870.7326,830.0366,864.6887,873.5531,1
879.1942,871.1356,830.8425,870.3297,923.1135,1
834.8718,875.9707,847.3626,840.5128,858.6447,1
803.4432,876.7766,850.5861,820.3663,786.5201,1
823.1868,873.5531,842.1245,840.1099,791.7582,1
871.1356,872.7473,830.8425,868.718,818.3516,1
892.4908,876.3736,831.6484,885.2381,890.8792,1
859.0476,884.4323,843.3333,866.7033,949.304,1
815.1282,881.6117,849.3773,828.8278,937.2161,1
822.7839,874.3589,846.5568,835.2747,898.1319,1
873.1502,875.5677,836.4835,875.9707,896.9231,1
907.3993,875.1649,835.2747,899.3406,953.3333,1
875.5677,876.7766,847.3626,865.4945,867.5092,1
817.1429,878.7912,854.2125,828.4249,767.1795,1
820.7692,876.7766,853.0037,842.1245,807.0696,1
865.0916,874.3589,842.9304,863.4799,828.022,1
900.9524,873.9561,832.0513,880,902.5641,1
878.3883,880,842.5275,866.7033,898.9377,1
821.5751,882.4176,857.4359,832.8571,784.5055,1
817.9487,875.1649,849.3773,831.2454,836.4835,1
854.6154,870.3297,836.4835,864.2857,861.0623,1
892.0879,873.9561,832.4542,883.6264,891.282,1
873.9561,878.3883,840.9158,864.2857,921.0989,1
815.1282,879.597,855.0183,828.8278,856.6301,1
803.8461,871.9414,853.8095,824.7985,812.3077,1
838.4982,864.2857,844.9451,852.6007,816.7399,1
880.403,865.8975,840.5128,875.9707,912.6374,1
871.9414,874.3589,845.348,865.0916,944.8718,1
817.5458,875.9707,846.9597,830.4396,873.1502,1
806.6667,873.1502,846.9597,831.6484,846.9597,1
838.4982,872.3443,846.9597,859.0476,855.8242,1
888.8644,871.9414,833.663,884.0293,924.7253,1
888.8644,875.5677,834.4689,880.8058,928.3516,1
828.4249,877.5824,847.3626,838.9011,820.7692,1
809.4872,876.3736,847.3626,830.0366,803.4432,1
842.1245,872.7473,845.7509,855.8242,801.4286,1
886.8498,870.3297,832.8571,877.5824,840.1099,1
888.8644,873.9561,829.2308,877.9854,890.8792,1
842.5275,879.597,851.392,845.7509,817.9487,1
815.9341,877.9854,852.1978,825.6044,791.3553,1
830.8425,870.3297,837.6923,842.1245,777.2527,1
881.2088,869.1208,834.4689,880.8058,867.5092,1
892.8938,873.1502,837.6923,881.2088,928.7546,1
842.9304,874.3589,846.5568,845.7509,870.3297,1
809.4872,873.5531,854.2125,832.4542,840.1099,1
827.2161,871.9414,849.3773,846.9597,800.2198,1
878.7912,869.9268,833.663,876.7766,851.392,1
891.282,871.1356,825.6044,882.0146,934.7985,1
849.3773,875.9707,838.9011,855.4213,898.5348,1
810.293,875.9707,851.392,834.8718,797.3993,1
818.3516,870.7326,845.7509,835.6777,813.9194,1
869.5238,865.0916,830.8425,867.5092,853.8095,1
894.1025,866.3004,834.0659,888.4615,913.8461,1
857.033,871.5385,849.3773,860.6594,907.8022,1
811.9048,871.9414,854.6154,835.2747,821.5751,1
815.5311,869.9268,846.9597,847.3626,832.4542,1
859.0476,869.1208,834.0659,869.1208,834.0659,1
892.8938,871.9414,824.7985,884.0293,890.4762,1
861.4652,875.5677,828.8278,861.8681,880,1
811.5018,876.7766,843.7363,830.8425,794.5787,1
818.7546,875.5677,848.1685,839.707,799.011,1
852.6007,869.9268,837.6923,854.6154,803.0403,1
887.2527,869.1208,831.2454,869.5238,896.1172,1
874.3589,877.1795,841.3187,859.0476,896.5201,1
819.1575,881.6117,850.1832,832.4542,815.9341,1
810.696,877.5824,848.5714,836.0806,810.293,1
850.1832,872.3443,838.0952,852.1978,799.011,1
888.0586,871.1356,825.6044,873.5531,896.1172,1
874.7619,877.1795,837.6923,869.9268,894.5055,1
815.9341,877.9854,857.033,835.6777,848.5714,1
802.6374,871.5385,851.7949,835.6777,899.7436,1
838.4982,869.5238,840.1099,863.4799,861.0623,1
883.2234,870.3297,834.8718,887.2527,896.5201,1
881.2088,876.3736,843.3333,876.3736,899.7436,1
827.619,880,855.8242,840.5128,864.2857,1
809.0842,875.9707,847.7656,832.8571,855.0183,1
840.1099,873.1502,837.2894,855.8242,814.3223,1
883.6264,869.1208,836.0806,882.4176,913.8461,1
883.2234,870.3297,847.3626,881.6117,963.0037,1
833.663,874.3589,855.8242,842.9304,897.326,1
809.8901,872.3443,851.392,825.2015,852.6007,1
831.6484,865.4945,842.5275,844.5421,776.0439,1
878.3883,861.8681,833.2601,872.3443,823.1868,1
888.4615,871.1356,839.304,879.1942,919.0842,1
837.6923,878.3883,852.1978,850.1832,834.4689,1
808.2784,876.7766,850.1832,830.8425,791.3553,1
828.022,871.1356,843.3333,850.989,813.5165,1
876.7766,866.7033,840.5128,882.8205,864.2857,1
888.4615,871.1356,837.2894,886.8498,921.9048,1
841.3187,875.9707,846.1539,848.9744,821.5751,1
803.8461,870.3297,859.0476,817.9487,791.3553,1
817.9487,868.718,858.6447,834.4689,819.9634,1
861.8681,867.1062,840.5128,861.0623,821.978,1
881.6117,864.6887,829.6337,867.1062,911.8315,1
845.7509,869.9268,842.5275,844.1392,844.5421,1
802.2344,871.5385,850.989,823.1868,796.5934,1
818.7546,869.1208,847.3626,835.2747,866.7033,1
869.1208,867.9121,840.1099,863.8828,858.2418,1
891.685,867.9121,838.9011,882.4176,863.0769,1
858.2418,872.3443,847.7656,863.0769,873.1502,1
815.9341,871.1356,856.2271,830.0366,867.5092,1
816.7399,867.1062,857.033,834.0659,822.7839,1
856.6301,866.7033,850.1832,858.6447,863.4799,1
894.5055,867.5092,841.3187,879.1942,934.7985,1
864.6887,871.5385,842.9304,859.4506,851.392,1
804.652,870.3297,848.1685,829.6337,812.3077,1
807.8755,867.9121,846.5568,838.0952,871.1356,1
850.5861,868.718,842.1245,858.6447,867.9121,1
895.7143,870.3297,841.7216,887.6557,891.282,1
883.6264,877.1795,847.3626,884.0293,882.0146,1
819.1575,880.403,849.7802,840.1099,826.0073,1
808.6813,873.1502,845.348,829.2308,814.3223,1
850.5861,870.3297,840.9158,854.6154,813.5165,1
895.3113,873.5531,830.4396,881.2088,898.1319,1
887.2527,876.3736,836.0806,871.1356,923.9194,1
830.0366,877.5824,855.4213,835.6777,848.5714,1
814.7253,874.3589,855.4213,828.4249,863.4799,1
848.1685,873.1502,844.5421,850.1832,870.3297,1
893.2967,874.3589,841.3187,870.3297,903.7729,1
887.6557,880.403,846.5568,863.0769,937.2161,1
829.6337,885.2381,847.3626,825.2015,850.989,1
810.293,881.6117,849.7802,819.1575,838.0952,1
836.4835,875.9707,847.7656,849.3773,843.7363,1
882.4176,871.9414,834.8718,875.9707,882.0146,1
889.2674,875.1649,838.0952,875.9707,907.3993,1
839.707,879.1942,849.7802,853.8095,828.022,1
811.9048,875.5677,850.1832,837.6923,821.5751,1
830.4396,870.7326,848.9744,848.9744,883.2234,1
879.1942,869.1208,844.9451,878.3883,883.6264,1
895.3113,873.1502,844.5421,885.2381,870.7326,1
848.5714,879.597,855.4213,860.6594,849.7802,1
813.5165,877.1795,859.4506,835.2747,890.4762,1
832.8571,873.1502,846.5568,846.1539,880,1
884.4323,872.3443,826.4103,881.2088,919.4872,1
901.3553,873.9561,825.6044,886.4469,982.7473,1
857.8388,882.8205,845.348,854.6154,863.0769,1
814.7253,884.8351,856.2271,837.2894,769.597,1
823.9927,881.2088,853.4066,847.3626,816.337,1
870.3297,878.7912,843.3333,869.1208,875.5677,1
898.1319,878.3883,836.4835,886.0439,914.2491,1
866.7033,883.6264,846.9597,864.6887,914.2491,1
819.9634,881.2088,855.8242,826.0073,838.4982,1
821.5751,875.1649,842.5275,826.8132,830.4396,1
867.1062,873.5531,830.8425,856.2271,843.7363,1
899.3406,875.1649,830.8425,867.1062,887.6557,1
867.9121,879.1942,842.1245,846.1539,911.0256,1
815.5311,878.7912,854.6154,816.7399,876.3736,1
819.1575,877.9854,850.1832,827.2161,855.0183,1
860.2564,873.9561,842.5275,858.6447,832.0513,1
893.6996,872.3443,834.4689,886.0439,871.5385,1
877.1795,880,842.1245,873.9561,875.5677,1
823.1868,881.6117,855.8242,837.6923,844.1392,1
818.7546,876.7766,853.0037,848.5714,854.2125,1
854.2125,874.7619,850.1832,867.5092,826.4103,1
898.9377,873.9561,844.1392,884.8351,890.4762,1
890.8792,879.1942,847.7656,884.8351,879.597,1
826.4103,881.2088,859.4506,844.5421,818.3516,1
814.3223,875.1649,855.0183,844.9451,839.304,1
846.1539,871.1356,839.304,873.5531,821.978,1
884.0293,868.315,829.2308,890.4762,872.7473,1
879.1942,874.7619,843.3333,885.2381,907.3993,1
820.7692,876.3736,858.6447,851.7949,866.7033,1
805.4579,871.9414,863.4799,844.9451,821.978,1
839.304,875.5677,857.033,872.3443,829.2308,1
889.6703,882.0146,844.9451,900.5494,908.608,1
892.0879,886.0439,839.304,883.6264,900.5494,1
837.6923,890.4762,850.5861,840.9158,842.9304,1
813.9194,889.6703,859.0476,832.0513,836.0806,1
834.4689,882.8205,843.3333,851.392,799.8168,1
884.4323,878.7912,834.0659,882.0146,855.0183,1
894.1025,880.403,840.1099,884.4323,900.5494,1
842.9304,882.8205,853.8095,845.7509,813.9194,1
809.8901,881.6117,860.6594,821.1722,818.7546,1
819.9634,877.5824,852.1978,832.0513,844.5421,1
865.8975,874.7619,842.9304,865.8975,859.4506,1
884.4323,878.3883,843.3333,876.3736,914.2491,1
840.1099,881.6117,849.3773,841.3187,830.8425,1
805.4579,876.7766,844.5421,816.7399,852.6007,1
821.5751,875.1649,840.1099,841.7216,879.1942,1
866.3004,872.7473,836.4835,874.7619,856.2271,1
887.6557,872.7473,833.663,881.2088,891.685,1
849.3773,877.1795,842.1245,844.9451,863.8828,1
809.0842,878.7912,851.392,822.381,835.6777,1
823.5897,876.3736,850.5861,848.5714,817.9487,1
867.5092,870.3297,838.0952,870.7326,839.707,1
891.685,869.1208,832.8571,879.1942,877.5824,1
859.0476,876.3736,844.1392,869.1208,864.6887,1
809.4872,880.8058,856.6301,839.707,861.8681,1
810.293,877.5824,850.989,833.663,855.0183,1
855.4213,875.1649,839.304,862.2711,848.9744,1
894.9084,876.3736,836.8865,890.8792,909.4139,1
870.3297,878.7912,842.9304,870.7326,874.3589,1
812.7106,877.1795,851.7949,837.2894,839.707,1
815.1282,874.3589,849.3773,842.9304,831.6484,1
855.4213,875.9707,844.9451,865.8975,826.4103,1
889.2674,876.7766,839.304,882.4176,890.4762,1
874.3589,880.8058,835.2747,865.0916,934.3956,1
826.0073,885.6411,850.1832,836.4835,889.2674,1
817.9487,880.8058,858.2418,831.2454,840.1099,1
846.1539,872.7473,854.6154,844.1392,824.7985,1
886.0439,870.3297,850.5861,869.1208,909.4139,1
880.403,872.7473,853.8095,866.3004,923.9194,1
828.022,875.9707,858.2418,834.4689,876.7766,1
811.9048,875.9707,852.1978,824.7985,862.674,1
840.9158,873.9561,847.7656,850.989,821.5751,1
888.0586,873.5531,840.5128,880,875.9707,1
890.8792,879.597,841.7216,873.5531,911.0256,1
840.1099,884.4323,852.1978,850.1832,843.7363,1
817.9487,882.0146,852.6007,830.8425,814.3223,1
840.5128,879.597,850.5861,846.5568,773.6264,1
888.4615,877.1795,843.3333,885.6411,852.1978,1
894.9084,880.403,837.2894,880.403,939.6337,1
849.3773,884.8351,846.1539,850.5861,836.0806,1
823.1868,883.2234,856.6301,838.9011,779.6703,1
838.0952,878.3883,853.0037,852.1978,836.8865,1
889.2674,876.3736,846.9597,883.6264,859.8535,1
902.5641,882.4176,856.2271,886.0439,915.0549,1
853.0037,891.282,870.3297,853.4066,870.7326,1
816.337,888.8644,868.315,836.8865,787.326,1
828.022,881.2088,855.8242,846.9597,826.4103,1
880.403,879.597,844.1392,888.0586,892.8938,1
908.608,884.0293,842.1245,898.9377,906.9963,1
860.6594,890.0732,852.6007,861.4652,834.8718,1
809.8901,889.2674,861.0623,836.8865,831.6484,1
826.0073,886.4469,867.5092,843.3333,832.4542,1
882.4176,892.8938,867.5092,882.8205,853.4066,1
918.2784,903.7729,867.5092,902.967,915.8608,1
880.8058,906.1905,877.1795,875.9707,900.5494,1
831.6484,902.5641,879.1942,848.1685,825.6044,1
836.8865,898.5348,868.718,853.4066,823.9927,1
879.597,896.9231,857.8388,882.8205,863.4799,1
917.0696,900.5494,855.8242,898.1319,937.2161,1
890.8792,906.5934,872.3443,882.4176,919.0842,1
843.7363,907.3993,886.0439,861.8681,809.8901,1
844.5421,899.3406,877.9854,861.8681,826.0073,1
877.1795,894.1025,861.0623,881.6117,865.4945,1
917.4725,893.2967,857.033,902.1612,890.8792,1
906.5934,896.5201,870.3297,893.6996,892.8938,1
846.9597,897.7289,875.5677,857.033,853.4066,1
834.0659,886.8498,862.2711,848.5714,802.2344,1
867.9121,884.4323,849.3773,877.5824,771.2088,1
909.4139,888.8644,849.7802,909.011,875.1649,1
898.1319,891.685,857.8388,906.1905,936.8132,1
842.9304,893.6996,867.9121,866.7033,882.0146,1
830.0366,886.8498,871.5385,853.8095,791.7582,1
860.6594,884.8351,861.8681,877.9854,815.1282,1
907.3993,886.0439,847.7656,901.3553,925.9341,1
901.3553,886.4469,847.3626,899.7436,934.7985,1
841.7216,890.0732,857.033,865.4945,862.2711,1
827.619,887.2527,868.718,846.5568,816.337,1
857.4359,877.1795,869.1208,874.7619,811.0989,1
909.011,875.1649,853.8095,908.608,882.0146,1
913.4432,886.4469,852.6007,894.5055,935.2015,1
850.989,890.0732,865.8975,851.392,902.1612,1
818.3516,886.8498,860.6594,830.4396,837.2894,1
840.9158,886.8498,849.7802,853.8095,785.7143,1
891.282,885.6411,851.7949,885.2381,868.315,1
905.7875,887.6557,848.5714,888.4615,910.6227,1
862.674,889.6703,844.5421,867.1062,828.022,1
823.1868,886.0439,847.7656,839.304,842.1245,1
836.4835,883.2234,846.9597,846.9597,838.0952,1
885.6411,878.3883,844.5421,876.3736,868.315,1
902.5641,879.597,846.5568,885.2381,905.7875,1
859.8535,888.8644,855.0183,859.4506,858.6447,1
813.9194,888.0586,856.6301,834.8718,854.6154,1
823.5897,882.4176,849.7802,846.1539,836.8865,1
873.5531,877.1795,841.7216,873.9561,817.1429,1
895.3113,877.5824,842.9304,880,896.9231,1
853.0037,882.8205,848.5714,856.2271,930.7692,1
811.5018,882.4176,849.3773,832.4542,860.2564,1
823.1868,877.9854,847.3626,836.8865,775.6411,1
868.718,875.9707,840.9158,867.9121,823.1868,1
897.7289,878.3883,842.5275,889.6703,902.1612,1
865.8975,881.2088,855.8242,864.6887,892.8938,1
819.5604,881.6117,862.2711,830.8425,865.4945,1
820.7692,877.9854,857.4359,837.6923,852.6007,1
859.0476,874.3589,842.1245,865.0916,853.0037,1
893.6996,877.1795,831.6484,881.2088,905.3846,1
868.315,880,844.9451,865.0916,899.3406,1
820.7692,881.2088,856.6301,838.4982,830.0366,1
822.7839,877.5824,850.5861,846.1539,836.8865,1
860.6594,875.1649,844.5421,869.9268,843.7363,1
905.7875,880,842.5275,892.4908,901.3553,1
893.2967,885.2381,846.5568,886.4469,906.9963,1
832.8571,886.8498,858.6447,847.3626,836.8865,1
816.7399,882.8205,857.8388,842.5275,840.9158,1
854.2125,882.8205,847.3626,873.9561,787.326,1
898.1319,882.0146,838.4982,890.8792,863.8828,1
888.8644,884.8351,841.7216,877.5824,884.4323,1
831.2454,888.4615,859.4506,844.5421,832.4542,1
815.9341,884.8351,862.674,832.8571,819.1575,1
843.7363,880.8058,851.392,853.4066,792.967,1
886.4469,877.9854,846.5568,882.4176,882.8205,1
886.4469,883.2234,853.4066,884.0293,915.8608,1
837.2894,888.4615,864.6887,853.8095,864.6887,1
813.1135,882.0146,862.2711,840.5128,861.8681,1
832.4542,875.9707,850.5861,857.8388,857.033,1
881.6117,874.3589,844.1392,889.2674,881.2088,1
892.0879,877.5824,849.3773,885.2381,922.7106,1
838.9011,882.0146,860.2564,845.348,877.9854,1
809.0842,880,865.0916,826.8132,824.3956,1
834.4689,876.7766,861.4652,846.9597,823.5897,1
880.403,875.1649,849.3773,883.6264,882.4176,1
899.7436,880.8058,846.1539,892.4908,921.5018,1
854.2125,884.0293,859.8535,861.4652,820.3663,1
810.293,880.8058,865.4945,835.2747,794.5787,1
822.7839,877.9854,853.8095,850.1832,823.9927,1
872.7473,874.3589,835.6777,880.8058,868.315,1
895.7143,876.3736,832.0513,887.2527,925.1282,1
852.1978,881.2088,853.4066,857.8388,855.4213,1
811.9048,880,867.5092,830.8425,850.989,1
823.5897,877.5824,859.0476,845.348,855.4213,1
866.7033,873.9561,842.5275,873.5531,817.5458,1
895.7143,874.7619,834.4689,884.8351,887.2527,1
861.4652,879.597,843.7363,860.2564,894.1025,1
813.9194,877.1795,854.2125,830.0366,849.7802,1
824.7985,873.9561,850.1832,841.7216,819.9634,1
868.315,871.5385,837.2894,866.3004,835.6777,1
903.3699,873.9561,840.1099,881.6117,918.6813,1
881.2088,880.8058,849.7802,867.9121,906.1905,1
819.1575,882.0146,848.5714,838.9011,852.1978,1
816.7399,877.1795,844.9451,844.1392,838.9011,1
857.033,873.1502,844.5421,866.3004,846.5568,1
896.1172,876.3736,842.5275,885.6411,929.9634,1
879.597,882.0146,846.9597,869.1208,940.8425,1
822.381,884.4323,860.2564,839.707,842.1245,1
820.3663,883.6264,858.6447,840.1099,846.5568,1
857.033,878.7912,846.9597,859.8535,861.8681,1
892.4908,875.5677,830.8425,885.2381,901.3553,1
877.1795,880,835.2747,877.1795,943.2601,1
819.9634,883.2234,857.4359,842.9304,883.6264,1
805.4579,875.9707,852.1978,830.8425,853.8095,1
836.4835,867.9121,840.5128,850.5861,850.989,1
887.6557,871.1356,837.2894,879.597,897.7289,1
890.8792,877.5824,841.7216,869.1208,913.0403,1
835.2747,880,853.8095,835.2747,896.5201,1
813.1135,875.9707,853.0037,827.2161,878.7912,1
840.9158,873.1502,842.1245,861.4652,850.5861,1
886.4469,873.9561,834.8718,895.3113,916.6667,1
893.6996,876.3736,837.6923,885.2381,926.337,1
842.9304,880.403,847.7656,851.392,835.2747,1
813.1135,877.9854,855.4213,834.8718,815.9341,1
834.4689,872.3443,852.1978,851.7949,825.2015,1
880.403,867.9121,835.2747,882.4176,888.4615,1
889.6703,873.1502,832.8571,887.2527,904.9817,1
847.3626,881.6117,852.6007,853.4066,831.6484,1
813.9194,877.1795,855.8242,837.2894,844.9451,1
823.5897,871.9414,843.7363,851.392,817.5458,1
878.3883,871.1356,834.8718,878.7912,825.2015,1
898.9377,872.7473,836.4835,895.7143,938.8278,1
847.7656,876.3736,844.5421,858.2418,892.4908,1
809.8901,874.7619,853.0037,834.0659,811.5018,1
825.6044,871.5385,852.6007,853.4066,781.282,1
869.1208,871.5385,833.663,869.9268,823.9927,1
891.282,873.5531,826.8132,876.3736,937.2161,1
859.0476,877.9854,844.1392,852.6007,952.9304,1
816.7399,880.403,854.2125,827.2161,896.1172,1
819.9634,876.7766,846.5568,835.6777,869.5238,1
861.8681,873.1502,839.304,859.8535,882.0146,1
891.685,874.3589,836.4835,873.9561,906.5934,1
860.2564,877.1795,841.7216,852.6007,884.4323,1
814.7253,881.6117,851.392,828.022,823.9927,1
823.1868,878.3883,847.3626,838.4982,827.619,1
864.6887,871.5385,841.3187,865.0916,817.9487,1
899.3406,872.3443,838.0952,888.0586,854.2125,1
876.7766,878.7912,844.9451,871.5385,897.326,1
825.6044,879.597,854.6154,832.4542,862.674,1
822.7839,877.1795,848.5714,836.4835,805.0549,1
852.6007,871.9414,841.3187,860.6594,804.652,1
887.6557,869.5238,832.0513,871.9414,910.2198,1
881.6117,877.1795,836.8865,870.3297,882.0146,1
826.8132,882.8205,852.1978,846.5568,806.6667,1
813.1135,880,850.5861,837.2894,865.4945,1
846.1539,875.1649,844.5421,862.674,861.4652,1
891.685,875.5677,838.0952,894.9084,888.0586,1
887.6557,878.3883,840.9158,888.8644,932.381,1
834.0659,879.1942,850.1832,849.7802,838.0952,1
819.5604,875.5677,848.5714,832.8571,806.6667,1
848.1685,871.9414,848.1685,857.033,801.0256,1
894.9084,873.9561,844.5421,887.6557,855.8242,1
886.4469,878.7912,841.3187,876.3736,936.8132,1
829.2308,882.8205,844.9451,840.9158,899.3406,1
813.1135,879.597,847.3626,828.8278,828.4249,1
832.8571,873.1502,841.7216,842.9304,820.7692,1
877.9854,870.7326,831.6484,867.1062,884.4323,1
888.0586,876.3736,837.6923,868.315,900.1465,1
837.2894,881.2088,852.1978,841.7216,813.5165,1
804.2491,878.7912,856.6301,824.7985,834.8718,1
823.5897,872.7473,849.7802,840.1099,803.4432,1
876.7766,871.5385,838.4982,876.7766,828.022,1
894.5055,875.5677,838.4982,886.0439,924.7253,1
852.6007,878.3883,851.392,855.8242,853.0037,1
816.7399,876.3736,855.4213,828.022,839.707,1
823.9927,871.1356,852.1978,844.5421,861.8681,1
868.718,870.3297,848.1685,877.1795,861.8681,1
894.1025,871.9414,849.7802,879.597,909.8168,1
856.2271,879.1942,863.4799,853.4066,889.2674,1
812.7106,881.2088,855.8242,835.2747,815.9341,1
820.3663,874.7619,841.3187,844.1392,803.4432,1
863.0769,867.5092,842.1245,867.5092,873.1502,1
888.8644,869.5238,843.3333,877.1795,913.4432,1
859.4506,875.9707,855.4213,861.0623,850.989,1
809.0842,874.7619,861.8681,835.2747,834.4689,1
807.4725,871.9414,853.4066,839.304,876.7766,1
843.7363,869.5238,842.9304,866.7033,849.3773,1
877.1795,869.5238,836.0806,884.4323,899.3406,1
855.8242,875.1649,845.7509,865.4945,919.0842,1
803.4432,874.7619,856.2271,826.8132,841.7216,1
807.0696,868.315,853.4066,831.6484,809.0842,1
848.1685,865.8975,844.9451,857.4359,776.8498,1
882.4176,865.8975,837.2894,866.7033,870.7326,1
862.674,869.5238,842.5275,856.6301,928.7546,1
809.0842,875.5677,858.6447,834.0659,827.2161,1
805.0549,875.5677,859.4506,830.8425,771.6117,1
842.5275,856.6301,840.5128,849.7802,785.3113,1
888.8644,840.5128,831.2454,872.3443,898.1319,1
880.403,842.1245,841.3187,864.2857,949.304,1
821.978,844.1392,856.6301,833.663,850.5861,1
810.696,845.348,856.6301,827.2161,815.5311,1
843.7363,843.3333,846.9597,843.3333,864.2857,1
884.8351,846.9597,837.6923,867.5092,917.0696,1
882.8205,854.2125,839.707,868.718,926.7399,1
826.8132,855.4213,848.5714,844.9451,886.8498,1
803.8461,855.0183,842.1245,829.6337,845.7509,1
828.4249,853.0037,834.0659,836.8865,789.7436,1
878.7912,853.0037,830.8425,868.315,861.8681,1
