Alpha, Beta, Eyes
1.117093,0.4652552,1
1.117093,0.4925022,1
1.117093,0.5108446,1
1.116508,0.522081,1
1.105734,0.525152,1
1.099949,0.5235767,1
1.068848,0.5208402,1
1.007469,0.5188868,1
0.9561002,0.517068,1
0.9299223,0.5115129,1
0.9138227,0.4944258,1
0.9021682,0.4542589,1
0.711726,0.3722246,1
0.6574525,0.3470902,1
0.5872768,0.3143211,1
0.5590767,0.2776114,1
0.53333,0.2426135,1
0.5313371,0.2146783,1
0.5377904,0.1974932,1
0.5437909,0.1842045,1
0.558215,0.182631,1
0.5702942,0.189537,1
0.5739375,0.1996697,1
0.5648467,0.2083508,1
0.5444839,0.2127101,1
0.5231344,0.2096601,1
0.5106474,0.1983364,1
0.5032352,0.1805426,1
0.5003689,0.16201,1
0.4966747,0.1490286,1
0.4924607,0.1446844,1
0.4735454,0.146801,1
0.4570318,0.1501662,1
0.4494485,0.1503341,1
0.4403094,0.14558,1
0.4257246,0.1360637,1
0.3927031,0.1224845,1
0.34675,0.1057758,1
0.3223693,0.08760885,1
0.3096409,0.07047126,1
0.304586,0.05606195,1
0.310235,0.0446289,1
0.3124105,0.03473248,1
0.3132899,0.02358093,1
0.3091888,0.008834298,1
0.3015059,-0.009756319,1
0.2856161,-0.03071885,0
0.2675459,-0.05027242,0
0.2386118,-0.06438924,0
0.2060478,-0.07111606,0
0.1957966,-0.07547152,0
0.2366514,-0.07813781,0
0.3041638,-0.08268506,0
0.3573996,-0.08633719,0
0.3874327,-0.08539992,0
0.4080255,-0.07637869,0
0.4384823,-0.05605166,0
0.4882097,-0.01826128,0
0.5247896,0.03285812,0
0.7156838,0.1496981,0
0.7157664,0.2397144,0
0.7140403,0.2947536,0
0.7101676,0.322524,0
0.7097361,0.3406589,0
0.7178706,0.3611116,0
0.743636,0.3745602,0
0.7727305,0.3750567,0
0.7986131,0.3704781,0
0.8270196,0.3614946,0
0.8426197,0.3519359,0
0.8540708,0.3448166,0
0.8582941,0.3389945,0
0.8575259,0.3279014,0
0.8500189,0.3034809,0
0.7902465,0.2572551,0
0.6832328,0.2018006,0
0.5821062,0.1581736,0
0.5268817,0.1386118,0
0.5121385,0.1326456,0
0.5122109,0.1250997,0
0.5100099,0.1121789,0
0.5048973,0.09964284,0
0.5067018,0.09424324,0
0.5062811,0.09651957,0
0.5060183,0.1001393,0
0.5028001,0.1002691,0
0.490968,0.09788214,0
0.4665122,0.09623807,0
0.4638546,0.09656842,0
0.4700441,0.0971216,0
0.4585997,0.09565224,0
0.442049,0.09139416,0
0.4222269,0.08556048,0
0.4009088,0.08004555,0
0.3894964,0.07620461,0
0.3866069,0.07351582,0
0.3906862,0.07005405,0
0.3934277,0.06609732,0
0.3880456,0.06343084,0
0.3780437,0.0630063,0
0.3741352,0.06120797,0
0.3536501,0.05294347,0
0.3380111,0.03677682,0
0.3379666,0.01650283,0
0.3267531,-0.00115102,0
0.3157533,-0.01076259,0
0.3006925,-0.009335609,0
0.3052338,0.001214748,0
0.3662116,0.01836814,0
0.4473093,0.04136457,0
0.5057162,0.06782683,0
0.5301726,0.09207415,0
0.5285581,0.106791,0
0.5147753,0.1080221,0
0.5150448,0.0985802,0
0.5174108,0.08746494,0
0.5212318,0.08262496,0
0.5509551,0.08465917,0
0.583838,0.08896894,0
0.6091954,0.09325957,0
0.6239816,0.09887329,0
0.6323887,0.1057917,0
0.6345421,0.1118106,0
0.6371927,0.1141914,0
0.6470532,0.1108849,0
0.6604481,0.1020972,0
0.6476064,0.09176607,0
0.6059366,0.08796008,0
0.5666308,0.09583618,0
0.5473641,0.1105569,0
0.5413456,0.1234068,0
0.5394175,0.1325605,0
0.5410824,0.1421015,0
0.5383642,0.1554694,0
0.5369209,0.170397,0
0.5342466,0.1822387,0
0.5259665,0.1880738,0
0.5130392,0.1876199,0
0.4996232,0.1826555,0
0.4832598,0.1760746,0
0.4614621,0.1700835,0
0.434792,0.1652137,0
0.412508,0.1598814,0
0.3862841,0.153148,0
0.3623705,0.1468953,0
0.3680374,0.1438203,0
0.3829333,0.1425922,0
0.3947774,0.1375039,0
0.4056368,0.1234461,0
0.40958,0.101105,0
0.407151,0.07699468,0
0.4011967,0.05839323,0
0.4022169,0.04825221,0
0.4028941,0.04506747,0
0.4018123,0.04446265,0
0.4036331,0.041292,1
0.4033974,0.03269616,1
0.4206337,0.03106945,1
0.4068844,0.0193091,1
0.386126,0.009942002,1
0.3671425,0.002510192,1
0.3490229,-0.004435995,1
0.3302193,-0.00975138,1
0.3053096,-0.01015163,1
0.2822025,-0.005682921,1
0.2386125,-0.001744078,1
0.1691623,-0.003504382,1
0.09723209,-0.008915965,1
0.1715653,0.004657668,1
0.2451366,0.01097084,1
0.2739843,0.01335521,1
0.2967152,0.01276343,1
0.1819566,0.04593591,1
0.2017511,0.03405381,1
0.2249967,0.01783026,1
0.2455944,0.004434508,1
0.2647739,0.001315491,1
0.2784492,0.01094859,1
0.2933426,0.02869059,1
0.296036,0.04665957,1
0.2980694,0.05861744,1
0.3011079,0.06272184,1
0.3029283,0.06180229,1
0.2728975,0.05833283,1
0.226186,0.05880774,1
0.208776,0.06101924,1
0.2009852,0.06302539,1
0.1820536,0.06391045,1
0.1692012,0.06566512,1
0.1671842,0.06988633,1
0.1621329,0.07508677,1
0.1677173,0.07873597,1
0.1746479,0.07944951,1
0.2128992,0.07838789,1
0.2877166,0.07719861,1
0.3585259,0.07660366,1
0.3889124,0.07661283,1
0.3942988,0.07620223,1
0.4034281,0.07377856,1
0.4128467,0.06834123,1
0.4340706,0.06219757,1
0.491841,0.05959759,1
0.5756379,0.06320347,1
0.6359571,0.0717489,1
0.6635229,0.08090014,1
0.6721411,0.08852395,1
0.6791229,0.09587245,1
0.6837555,0.1046624,1
0.6838864,0.1112442,1
0.67935,0.1109453,1
0.6736376,0.1026094,1
0.6543335,0.09086808,1
0.6175824,0.0819486,1
0.6105868,0.0789287,1
0.6105868,0.07959397,1
0.6105868,0.07846839,1
0.6105868,0.07184275,1
0.6082246,0.06040106,0
0.5641317,0.04677398,0
0.4879173,0.03448777,0
0.4331497,0.03349121,0
0.3963387,0.02410413,0
0.3681349,0.008542707,0
0.3420649,-0.01219478,0
0.3139049,-0.03116187,0
0.2790422,-0.0378103,0
0.2561874,-0.03018964,0
0.2429022,-0.01688591,0
0.2327709,-0.008018131,0
0.2196172,-0.005865898,0
0.1991927,-0.004913125,0
0.1827465,0.001969717,0
0.5337413,0.03542538,0
0.5424121,0.07838055,0
0.5516534,0.1325071,0
0.5079096,0.1694732,0
0.5255449,0.1962262,0
0.5382138,0.2127899,0
0.5457373,0.2169398,0
0.554623,0.2110563,0
0.5729135,0.2002825,0
0.5993274,0.1891686,0
0.6173373,0.1792678,0
0.6307521,0.1691357,0
0.6425418,0.1572765,0
0.6464493,0.1441801,0
0.6497808,0.1319659,0
0.5941065,0.1248287,0
0.5898714,0.1161844,0
0.5909134,0.1037608,0
0.5795761,0.08681951,0
0.5814266,0.06747384,0
0.5913261,0.04891303,0
0.6001602,0.03637111,0
0.6060106,0.03312347,0
0.6125209,0.03764367,0
0.61866,0.04420114,0
0.6188569,0.04766858,0
0.6134166,0.04745807,0
0.5988359,0.04728486,0
0.5747471,0.04987631,0
0.5453994,0.05463254,0
0.5260329,0.05911227,0
0.5203168,0.06265068,0
0.5288096,0.06579176,0
0.5408856,0.0698121,0
0.5547937,0.07561259,0
0.5707498,0.08267548,0
0.57883,0.08935805,0
0.5769345,0.09401204,0
0.5658167,0.09657997,0
0.5620589,0.09900208,0
0.5550752,0.1027498,0
0.5461727,0.1083855,0
0.5426863,0.1148964,0
0.5426863,0.120668,0
0.5424048,0.1241902,0
0.5415697,0.1249414,0
0.5414095,0.1240808,0
0.5383132,0.1227554,0
0.5303149,0.120489,0
0.5310352,0.1162223,0
0.5416191,0.1093052,0
0.5585356,0.1003736,0
0.6079245,0.09266419,0
0.6276568,0.09197098,0
0.6073229,0.1028869,0
0.5866359,0.1233866,0
0.5797458,0.1454549,0
0.5715432,0.1622936,0
0.5676705,0.1731556,0
0.5674212,0.1806248,0
0.5690312,0.1860976,0
0.5781966,0.1881125,0
0.5866307,0.1848684,0
0.5910358,0.1769436,0
0.5945743,0.1668227,0
0.5958624,0.156635,0
0.5951536,0.1474553,0
0.5885466,0.139117,0
0.5560028,0.1296084,0
0.4985754,0.1158913,0
0.441754,0.0970633,0
0.3942538,0.07532694,0
0.3500493,0.0540514,0
0.3411465,0.03398894,0
0.3386987,0.01552113,0
0.3688472,0.005162902,0
0.4554877,0.01533996,0
0.5784934,0.04908736,0
0.7108454,0.09432048,0
0.8193297,0.1381686,0
0.8933951,0.1784834,0
0.9433674,0.2193592,0
0.9765703,0.2599778,0
0.996982,0.2933638,0
1.01389,0.314575,0
1.020151,0.324452,0
1.026235,0.3276818,0
1.03169,0.3295577,0
1.033544,0.3338327,0
1.036264,0.3409354,0
1.038287,0.3473792,0
1.037532,0.3481668,0
1.034754,0.3410122,0
1.030805,0.3268938,0
1.019651,0.3070423,0
1.000226,0.2800591,0
0.9736363,0.2437489,0
0.9418665,0.2005598,0
0.8971541,0.1600565,0
0.8366249,0.1318154,0
0.7447075,0.1179414,0
0.6273908,0.1140785,0
0.4864756,0.1143593,0
0.3970335,0.1144266,0
0.3633997,0.1112854,0
0.3445529,0.10334,0
0.3482976,0.08995105,0
0.3407101,0.07193577,0
0.3146992,0.05157351,0
0.3441856,0.03369228,0
0.366484,0.02425987,1
0.370009,0.02528304,1
0.3667385,0.03296611,1
0.36492,0.04759372,1
0.3631568,0.04743052,1
0.3627375,0.04399864,1
0.3554256,0.03876517,1
0.337056,0.03244965,1
0.3095229,0.02384712,1
0.2948415,0.01224933,1
0.2861294,-0.0004542466,1
0.2723129,-0.009357067,1
0.2560299,-0.009050428,1
0.2148499,0.004309311,1
0.1287937,0.0312507,1
0.1287937,0.0312507,1
0.1287937,0.0312507,1
0.1287937,0.0312507,1
0.1287937,0.0312507,1
0.3665219,0.3112412,1
0.3851416,0.2931903,1
0.5782155,0.3743433,1
0.6118986,0.3579544,1
0.6394763,0.3475256,1
0.6497447,0.3396688,1
0.6507331,0.332373,1
0.6507331,0.3251229,1
0.6507331,0.3173122,1
0.6507331,0.3089618,1
0.6512322,0.3011305,1
0.6514663,0.29486,1
0.645478,0.2784624,1
0.6453974,0.2621322,1
0.6288103,0.2400873,1
0.5915915,0.2213649,1
0.546627,0.208105,1
0.5138834,0.1969631,1
0.4951673,0.183345,1
0.4751714,0.1668601,1
0.4316342,0.1507968,1
0.3642429,0.1397752,1
0.3222132,0.1350085,1
0.3395831,0.1342372,1
0.4414766,0.1325679,1
0.5161906,0.1257872,1
0.5419406,0.1141449,1
0.558542,0.1024903,1
0.5837052,0.09518602,1
0.6135812,0.09188727,1
0.642399,0.08953939,1
0.6712654,0.08830114,1
0.7161011,0.09138265,1
0.7436021,0.09926162,1
0.7505165,0.1079643,1
0.7532887,0.111995,1
0.7532887,0.1079719,1
0.7532887,0.09668431,1
0.7544954,0.08122716,1
0.7548192,0.06645509,1
0.7547631,0.05627738,1
0.7282321,0.0560193,1
0.6885691,0.05715736,1
0.6817439,0.05858668,1
0.6834413,0.06270527,1
0.6804077,0.0711843,1
0.6539324,0.07913282,1
0.6156608,0.07687438,1
0.5631107,0.05634901,1
0.4619363,0.01923067,1
0.3470145,-0.01933204,1
0.2908355,-0.02261098,1
0.2625542,-0.0121715,1
0.2464253,-0.00428034,1
0.2398951,-0.004051625,1
0.1713175,-0.003871326,1
0.2088566,0.004068815,1
0.2466591,0.01905838,1
0.2630592,0.03335362,1
0.2611153,0.04227798,1
0.2268585,0.04542552,1
0.1769624,0.04506046,1
0.1645394,0.04284588,1
0.1895386,0.03933324,1
0.2052196,0.03542249,1
0.2161603,0.03171528,1
0.220371,0.02807522,1
0.2129948,0.02407072,1
0.2074872,0.02240207,1
0.205769,0.02467202,1
0.2030679,0.02904241,1
0.192832,0.03007708,1
0.1777548,0.023359,1
0.1532124,0.01003868,1
0.1203251,-0.004639083,1
0.1073484,-0.01592136,1
0.105872,-0.02282823,1
0.1163584,-0.02641476,1
0.1229378,-0.02653154,1
0.1176956,-0.02200246,1
0.1094118,-0.01272813,1
0.1005929,-0.0003808583,1
0.1092684,0.01232978,1
0.1235901,0.02310075,1
0.1411517,0.03183197,1
0.1539651,0.04118536,1
0.1396736,0.05589656,1
0.1471624,0.07781546,1
0.1956309,0.1033832,1
0.2568222,0.1261981,1
0.2808188,0.1423489,1
0.3018606,0.151318,1
0.3195216,0.1547508,1
0.3258083,0.1547819,1
0.3275047,0.1531558,1
0.3371614,0.1517189,1
0.3536189,0.1513552,1
0.3632441,0.1512209,1
0.3781507,0.1495336,1
0.3796372,0.1458085,1
0.3753878,0.1406163,1
0.3734067,0.134754,1
0.3759382,0.1289352,1
0.3793986,0.1232466,0
0.3771026,0.1173383,0
0.3625298,0.1205094,0
0.3556934,0.1282841,0
0.3475069,0.1301508,0
0.3386035,0.1344471,0
0.3315322,0.1403113,0
0.3253137,0.1455049,0
0.3204412,0.1479255,0
0.3146978,0.1470589,0
0.3080426,0.146172,0
0.2861225,0.1491647,0
0.2974523,0.1485299,0
0.3245551,0.1141508,0
0.3539872,0.07419193,0
0.3696892,0.03548839,0
0.36282,0.01016685,0
0.3529462,-0.02479633,0
0.4035063,-0.01117931,0
0.4811717,0.03759061,0
0.5444093,0.08839631,0
0.5733997,0.1340336,0
0.5790222,0.1686588,0
0.5830691,0.1916211,0
0.5917003,0.2055373,0
0.6060995,0.215178,0
0.6141425,0.2238387,0
0.5822229,0.232254,0
0.5820217,0.2501847,0
0.5814182,0.2640007,0
0.5797686,0.276528,0
0.5773539,0.2889996,0
0.5781896,0.2988167,0
0.5750787,0.3039679,0
0.5692869,0.3035546,0
0.5495446,0.2983313,0
0.5164348,0.2890706,0
0.500158,0.2777069,0
0.564055,0.2677753,0
0.6613672,0.2630085,0
0.7954284,0.2653077,0
0.9234247,0.2735475,0
0.9877559,0.2860443,0
0.9942469,0.2990405,0
0.997164,0.3083561,0
0.9984044,0.3118775,0
1.004024,0.3166375,0
1.023963,0.3318935,0
1.046141,0.3549984,0
1.051396,0.3739151,0
1.055268,0.3803225,0
1.055049,0.375479,0
1.05174,0.3659962,0
1.051325,0.3555832,0
1.050759,0.3426955,0
1.050188,0.324,0
1.038948,0.2984894,0
0.9897765,0.2696259,0
0.8782079,0.2428579,0
0.7840508,0.2217745,0
0.7527961,0.2052496,0
0.7506565,0.1846789,0
0.7520202,0.1498977,0
0.7264221,0.101481,0
0.6257942,0.05405164,0
0.494507,0.02606563,0
0.3729835,0.02138938,0
0.3316198,0.02837892,0
0.3501594,0.03721381,0
0.3625917,0.04591094,0
0.373072,0.05402666,0
0.3988681,0.06175772,0
0.4386064,0.06946851,0
0.4665788,0.07812162,0
0.4793962,0.08880505,0
0.4829376,0.1010265,0
0.4798852,0.1129031,0
0.4845968,0.1215006,0
0.4828348,0.1251156,0
0.4721781,0.1252784,0
0.4621265,0.1258215,0
0.459191,0.1279217,0
0.4458603,0.1288675,0
0.4321372,0.1267213,0
0.4257151,0.1220133,0
0.4157302,0.1161071,0
0.3962869,0.1079356,0
0.3868573,0.0956807,0
0.3987727,0.07928079,0
0.3843532,0.06019871,0
0.3442488,0.04040191,0
0.3294392,0.02311354,0
0.3320816,0.01219919,0
0.3490666,0.007857184,0
0.3694347,0.005820875,0
0.3800348,0.002158261,0
0.3834951,-0.003236748,0
0.3888893,-0.00763237,0
0.3966792,-0.009280542,0
0.399819,-0.009311453,0
0.3978732,-0.008841537,0
0.4020433,-0.006389532,0
0.4446228,0.001953587,0
0.4893399,0.01814723,0
0.5193815,0.0399074,0
0.5436595,0.06270226,0
0.575184,0.08252175,0
0.6201667,0.09651863,0
0.6468894,0.1044208,0
0.6407359,0.1080777,0
0.63302,0.1106999,0
0.6344032,0.1140989,0
0.6364641,0.1179413,0
0.6358537,0.1207467,0
0.6347296,0.1219165,0
0.6343651,0.1209436,0
0.6383068,0.1176629,0
0.6403453,0.1113593,0
0.6345829,0.1016114,0
0.625856,0.08951116,0
0.6195761,0.07677452,0
0.615089,0.06388158,0
0.6115693,0.04987903,0
0.5964319,0.03370139,0
0.5112728,0.01701682,0
0.3426479,0.00312968,0
0.1841533,-0.00386526,0
0.1494501,-0.0009569828,0
0.149553,0.01088088,0
0.153831,0.02628246,0
0.1555241,0.04070203,0
0.1647698,0.05207476,0
0.1743238,0.05983317,0
0.1745444,0.06241886,0
0.1648842,0.05764162,0
0.1665692,0.04566942,0
0.2053136,0.03063244,0
0.2466879,0.01846291,0
0.2645533,0.01287048,0
0.2724643,0.01326457,0
0.2718727,0.01550672,0
0.2791776,0.01453745,0
0.2845642,0.006318636,0
0.2866157,-0.00938141,0
0.2885557,-0.02730714,0
0.2967192,-0.03863341,0
0.3042215,-0.03756372,0
0.3025394,-0.0260261,0
0.295424,-0.009930896,0
0.2848412,0.006526984,0
0.2865615,0.02226423,0
0.2997086,0.03613088,0
0.3112078,0.04608931,0
0.3155001,0.05124098,0
0.3266073,0.05283189,0
0.3351773,0.05330306,0
0.3414015,0.05388711,0
0.3351879,0.05432256,0
0.3257594,0.05378825,0
0.3224249,0.05197972,0
0.3273385,0.0488506,0
0.3507858,0.04587555,0
0.4054987,0.04510263,0
0.5134826,0.04778842,0
0.6950988,0.05453507,0
0.8614241,0.06620578,1
0.9675822,0.08362602,1
1.004827,0.1081435,1
1.018876,0.1426945,1
1.030657,0.2058911,1
1.06012,0.2845606,1
1.104674,0.3629021,1
1.136926,0.4252813,1
1.145269,0.4697138,1
1.145465,0.5013226,1
1.145465,0.5256651,1
1.145465,0.5459657,1
1.143959,0.5578593,1
1.142313,0.5525017,1
1.134149,0.5387684,1
1.111861,0.5173069,1
1.074841,0.4894163,1
0.8348873,0.4558008,1
0.7979771,0.4569429,1
0.7329507,0.4413914,1
0.7228836,0.4258675,1
0.716923,0.3988908,1
0.6990147,0.3647403,1
0.6308777,0.3301761,1
0.5107828,0.3009188,1
0.4009476,0.278026,1
0.3697256,0.2601761,1
0.3548002,0.2486545,1
0.3329769,0.2453854,1
0.318513,0.2468886,1
0.3066256,0.2457968,1
0.2881236,0.2378482,1
0.2364251,0.2242864,1
0.1634463,0.2095214,1
0.09780837,0.1970366,1
0.0809456,0.1863188,1
0.101426,0.1755979,1
0.1146006,0.1649229,1
0.1061649,0.1564172,1
0.1075821,0.1513157,1
0.1208605,0.1476247,1
0.1289991,0.1423886,1
0.1369244,0.1358162,1
0.1767242,0.133453,1
0.3199157,0.140676,1
0.4848258,0.1581612,1
0.5593773,0.1795706,1
0.5779743,0.1976745,1
0.5800859,0.2095613,1
0.5798504,0.2166176,1
0.5796077,0.2211936,1
0.5826156,0.2240331,1
0.6263189,0.2272867,1
0.6589376,0.2308921,1
0.6665111,0.2347581,1
0.6658471,0.2380597,1
0.6677655,0.2396273,1
0.6712551,0.2379497,1
0.6712551,0.2309472,1
0.6712551,0.2182375,1
0.6691242,0.2007894,1
0.6389487,0.1893683,1
0.5829346,0.177909,1
0.5355798,0.1689717,1
0.4926662,0.1621176,1
0.4839132,0.1589217,1
0.4807979,0.1560712,1
0.4726245,0.1438164,1
0.4182255,0.1249211,1
0.3201803,0.1004561,1
0.2089659,0.07486621,1
0.1593242,0.05446384,1
0.1719977,0.05951407,1
0.1805208,0.06022722,1
0.184789,0.05580021,1
0.184789,0.04710808,1
0.1834216,0.03796326,1
0.1769115,0.03232042,1
0.1761705,0.03193742,1
0.1801409,0.03533477,1
0.1799867,0.03890799,1
0.1799867,0.03961291,1
0.1799867,0.03553556,1
0.1796784,0.02644503,1
0.2917186,0.0783079,1
0.419692,0.08614814,1
0.426016,0.08190586,1
0.4280188,0.07529157,1
0.4206188,0.06516649,1
0.3917882,0.05266531,1
0.3537428,0.03952927,1
0.3503352,0.02795115,1
0.3546892,0.01944169,1
0.3562724,0.01591179,1
0.3563424,0.01660197,1
0.3572168,0.01797993,1
0.3590851,0.01736576,1
0.3567904,0.01438359,1
0.3560878,0.009971199,1
0.3567207,0.005736986,1
0.3279057,0.00302898,1
0.2808641,0.003467724,1
0.2671142,0.007605206,1
0.2895902,0.01560232,1
0.3076097,0.02637732,1
0.3109478,0.03786708,1
0.3110319,0.04638654,1
0.3101364,0.04915726,1
0.3049838,0.04611398,1
0.2906676,0.03933653,1
0.2915141,0.03239585,1
0.3302425,0.02871629,0
0.3700846,0.02887254,0
0.404175,0.03226167,0
0.4471119,0.03805671,0
0.4687485,0.04497993,0
0.4749313,0.050904,0
0.4869716,0.05471954,0
0.4959745,0.05745191,0
0.5053274,0.06111002,0
0.5300673,0.06646707,0
0.559652,0.07311335,0
0.5918626,0.08161844,0
0.6214218,0.09389111,0
0.6377493,0.110634,0
0.6404343,0.1292386,0
0.6413447,0.1463438,0
0.6500755,0.1641877,0
0.6671425,0.1872849,0
0.6845964,0.2159339,0
0.707907,0.2443092,0
0.7121592,0.2663543,0
0.7207469,0.2805588,0
0.727394,0.2885061,0
0.72687,0.2917679,0
0.7235759,0.2916847,0
0.7166861,0.2894803,0
0.7101154,0.2859894,0
0.7008039,0.2797044,0
0.700831,0.2693883,0
0.7097841,0.2571092,0
0.716922,0.2468185,0
0.7252855,0.2378364,0
0.7324572,0.2238774,0
0.712989,0.1997762,0
0.6809575,0.1688998,0
0.6640914,0.1411226,0
0.6407244,0.1237023,0
0.6348876,0.1152462,0
0.616991,0.1100717,0
0.5987387,0.1038442,0
0.5918441,0.09775455,0
0.5990256,0.09521715,0
0.6026081,0.0980769,0
0.6048806,0.1035542,0
0.6072408,0.1062829,0
0.6052619,0.1040534,0
0.5981963,0.1004462,0
0.5959393,0.1006323,0
0.6001624,0.1090376,0
0.6074162,0.1236828,0
0.6162049,0.137962,0
0.612048,0.1451608,0
0.6078383,0.1440543,0
0.6044415,0.1394708,0
0.5892782,0.1370127,0
0.5656201,0.13696,0
0.5401793,0.1359738,0
0.5116427,0.1328722,0
0.4873405,0.1304261,0
0.48312,0.1318986,0
0.4820599,0.1368906,0
0.4891099,0.1416344,0
0.5093292,0.1430127,0
0.5291683,0.1381881,0
0.5282904,0.1270233,0
0.519994,0.1117644,0
0.4796091,0.09671775,0
0.4234334,0.08564328,0
0.3926272,0.07933373,0
0.3863346,0.07653074,0
0.3864439,0.07688634,0
0.3844556,0.08015647,0
0.3827385,0.08438978,0
0.3846873,0.08820803,0
0.3925535,0.09164342,0
0.4067165,0.09444943,0
0.4160087,0.09537283,0
0.41348,0.09397082,0
0.3968805,0.09116212,0
0.3642328,0.08719165,0
0.3156957,0.08216691,0
0.2492468,0.07729635,0
0.1914066,0.07487631,0
0.1466327,0.07581426,0
0.1019307,0.07873288,0
0.08021875,0.08079333,0
0.08357729,0.07988313,0
0.09324761,0.0752574,0
0.1284236,0.06737215,0
0.1728854,0.0577683,0
0.2150598,0.04877759,0
0.2412947,0.04246427,0
0.2602306,0.03880894,0
0.2702613,0.03546523,0
0.2771018,0.03012205,0
0.281627,0.02240479,0
0.2834155,0.0146532,0
0.2952714,0.008918211,0
0.3186393,0.005410616,0
0.340276,0.002833602,0
0.3527603,0.0007672183,0
0.3717874,0.0004769932,0
0.3816544,0.004218475,0
0.3843881,0.01332199,0
0.3887243,0.02570582,0
0.3941151,0.03597582,0
0.4137378,0.03999009,0
0.4329586,0.03836829,0
0.4398531,0.03571447,0
0.4440595,0.03665738,0
0.4484792,0.04257283,0
0.4588821,0.05112053,0
0.4714355,0.05943711,0
0.4759188,0.06584755,0
0.4905606,0.07094892,0
0.4945243,0.07541201,0
0.4826061,0.07876198,0
0.4883395,0.08028688,0
0.512057,0.07944394,0
0.5257853,0.07662815,0
0.5355656,0.0733094,0
0.5443689,0.07223634,0
0.5492522,0.07504927,0
0.5380076,0.08019258,0
0.5193105,0.08439364,0
0.5124555,0.08502761,0
0.5093948,0.08182916,0
0.507781,0.07757364,0
0.4882687,0.07631212,0
0.4546173,0.07921834,0
0.435798,0.08388256,0
0.415058,0.08665423,0
0.404571,0.08548466,0
0.3887362,0.08117853,0
0.3699025,0.07563958,0
0.3658067,0.07031939,0
0.3731751,0.06601001,0
0.3643344,0.06295837,0
0.34324,0.06014339,0
0.3254013,0.0567316,0
0.3662965,0.05322634,0
0.4307707,0.05251011,0
0.4972844,0.05619431,0
0.5237123,0.06227906,0
0.52729,0.06637914,0
0.5246282,0.06653543,0
0.5206551,0.06381648,0
0.5203972,0.06069485,0
0.5219174,0.05897576,0
0.5218068,0.05963406,0
0.5207075,0.0630149,0
0.5159301,0.06760436,0
0.5078324,0.07023277,0
0.5006996,0.06969391,0
0.5134336,0.06788611,0
0.5247244,0.06964403,0
0.5619187,0.08201662,0
0.646277,0.09946703,0
0.7080148,0.11659,0
0.6904705,0.1238766,0
0.6630392,0.124894,0
0.6468505,0.1224983,1
0.6450326,0.1220575,1
0.6436356,0.126196,1
0.6368336,0.1329126,1
0.6287547,0.1388987,1
0.6251842,0.1420318,1
0.6249332,0.1533607,1
0.6249313,0.1675291,1
0.6248887,0.1863191,1
0.6248887,0.199447,1
0.6248887,0.2077483,1
0.623849,0.2000701,1
0.6215215,0.1688622,1
0.5703408,0.1324918,1
0.4781971,0.1015729,1
0.06150532,0.2142254,1
0.05440117,0.2068673,1
0.1224615,0.2091541,1
0.2099368,0.2116609,1
0.2723845,0.2111066,1
0.3015951,0.2070826,1
0.3171659,0.2008469,1
0.3276464,0.1938781,1
0.3417192,0.1872442,1
0.3536876,0.18147,1
0.3578833,0.1765824,1
0.3462045,0.1658825,1
0.3232602,0.1568088,1
0.300178,0.1501254,1
0.2837501,0.1464087,1
0.2801191,0.1448048,1
0.2763716,0.1442624,1
0.2862549,0.1449389,1
0.2976544,0.1474217,1
0.3020816,0.1513727,1
0.2997297,0.1564079,1
0.2826231,0.1625786,1
0.2915541,0.16968,1
0.3165477,0.1771376,1
0.3290106,0.1839533,1
0.3333349,0.1893413,1
0.3482257,0.1928958,1
0.4013396,0.1930064,1
0.4102097,0.1910577,1
0.4334717,0.1882066,1
0.4545905,0.1868706,1
0.4627809,0.1875831,1
0.461663,0.1885865,1
0.4600995,0.1886051,1
0.4566837,0.1886933,1
0.4428863,0.1900117,1
0.4185312,0.1912386,1
0.3997755,0.1985167,1
0.4306422,0.2021489,1
0.4397867,0.20761,1
0.4683995,0.2191678,1
0.4936248,0.2322244,1
0.5252087,0.2412751,1
0.5417508,0.2343633,1
0.5416256,0.2220223,1
0.5414451,0.2072711,1
0.5414069,0.1934095,1
0.5400648,0.1828348,1
0.537959,0.176225,1
0.5397397,0.1711954,1
0.5461327,0.1646557,1
0.5913802,0.05719725,1
0.5835688,0.04932582,1
0.581586,0.04323412,1
0.5815749,0.04180011,1
0.5864863,0.04557761,1
0.5924829,0.0524197,1
0.5729542,0.0580027,1
0.5075002,0.06051059,1
0.4013612,0.06279006,1
0.3355697,0.06886803,1
0.3272286,0.07834455,1
0.336946,0.08619256,1
0.3416139,0.09162705,1
0.3349942,0.09020639,1
0.3084603,0.08627898,1
0.2834103,0.08547581,1
0.2638234,0.08964056,1
0.2615666,0.09641492,1
0.2891708,0.1017956,0
0.3371403,0.1029599,0
0.4131828,0.09959552,0
0.5563495,0.0956963,0
0.7075383,0.09413673,0
0.8039128,0.0953475,0
0.8395648,0.09683602,0
0.8479215,0.09735964,0
0.858275,0.1074732,0
0.8632213,0.1318203,0
0.8641286,0.1695879,0
0.8662121,0.2030026,0
0.8662121,0.2346014,0
0.8662121,0.2463812,0
0.8662121,0.247346,0
0.8662121,0.2425839,0
0.8662121,0.2331655,0
0.8625107,0.2199159,0
0.8583007,0.2037211,0
0.8394243,0.1902691,0
0.7405507,0.1844583,0
0.7872166,0.1860372,0
